side,input,coef_std,coef_raw,window,n
O,gs_pct,-1.620117709309052,-4.1743297458867294,1999-1999,11306
O,gs_pct2,1.6864741875561173,3.913010250764504,1999-1999,11306
O,age,10.336308173261639,2.465535456623613,1999-1999,11306
O,age2,-18.284594185280298,-0.07725908926730782,1999-1999,11306
O,age3,8.098588211061124,0.0007867174513378179,1999-1999,11306
D,poss_pct,-0.6296081511353611,-3.4739280343353314,1999-1999,11316
D,poss_pct2,1.3139629333526872,7.755984615086532,1999-1999,11316
D,gs_pct,-0.37116913609672436,-0.9559753537441583,1999-1999,11316
D,gs_pct2,-0.49250502269000007,-1.1425539994565557,1999-1999,11316
D,age,-8.315696025366698,-1.9832786391163546,1999-1999,11316
D,age2,15.302128800235842,0.06464638347180014,1999-1999,11316
D,age3,-7.221437509460891,-0.0007013757164192051,1999-1999,11316
O,poss_pct,0.8643328758217763,4.78382849209955,2000-2000,11265
O,poss_pct2,0.5469183251946172,3.237536848424314,2000-2000,11265
O,gs_pct,-1.6233853637723483,-4.188295182719093,2000-2000,11265
O,gs_pct2,1.7053019974280361,3.960383020621399,2000-2000,11265
O,age,10.729720000342398,2.56046577693944,2000-2000,11265
O,age2,-19.136860631889054,-0.08092703290126718,2000-2000,11265
O,age3,8.569571948556591,0.0008334743737666418,2000-2000,11265
D,poss_pct,-0.5606132283263762,-3.100864135810148,2000-2000,11275
D,poss_pct2,1.224973419434249,7.250203705512627,2000-2000,11275
D,gs_pct,-0.3724334333994568,-0.9605043883683669,2000-2000,11275
D,gs_pct2,-0.4841816147084342,-1.1242935710121604,2000-2000,11275
D,age,-8.173200134792861,-1.9501355101790636,2000-2000,11275
D,age2,14.893833775469949,0.0629739176934491,2000-2000,11275
D,age3,-6.952326727726655,-0.0006760587519031587,2000-2000,11275
O,poss_pct,0.8288883010570376,4.595351560390714,2001-2001,11276
O,poss_pct2,0.5695901708608575,3.3825812035567315,2001-2001,11276
O,gs_pct,-1.6679823694336473,-4.292240120951066,2001-2001,11276
O,gs_pct2,1.745923437294384,4.049289972365293,2001-2001,11276
O,age,10.012895085238062,2.3912803457176888,2001-2001,11276
O,age2,-17.62927878094587,-0.07462895281488487,2001-2001,11276
O,age3,7.770528889414361,0.0007567762179611855,2001-2001,11276
D,poss_pct,-0.6214929578061235,-3.4433789897584997,2001-2001,11286
D,poss_pct2,1.3021997199759858,7.73204645160489,2001-2001,11286
D,gs_pct,-0.358096769498899,-0.9211530477050278,2001-2001,11286
D,gs_pct2,-0.49999914014959096,-1.1594688000282793,2001-2001,11286
D,age,-8.256012240704322,-1.9714408351983999,2001-2001,11286
D,age2,15.01121958142076,0.06353610626178993,2001-2001,11286
D,age3,-6.991130642037693,-0.0006807473124612491,2001-2001,11286
O,poss_pct,0.8161879906937982,4.51701310307804,2002-2002,11279
O,poss_pct2,0.5815570706215919,3.446100869701523,2002-2002,11279
O,gs_pct,-1.583414791997316,-4.078845612707626,2002-2002,11279
O,gs_pct2,1.668701316083921,3.8722448832763106,2002-2002,11279
O,age,9.184911281584878,2.1939299118274227,2002-2002,11279
O,age2,-15.979378726696272,-0.06765764757565652,2002-2002,11279
O,age3,6.939426223815221,0.0006760717729367883,2002-2002,11279
D,poss_pct,-0.5338761363858604,-2.9527380808718906,2002-2002,11289
D,poss_pct2,1.212798243699264,7.185431820852456,2002-2002,11289
D,gs_pct,-0.4292289969467635,-1.1052718271349182,2002-2002,11289
D,gs_pct2,-0.44034016855063124,-1.021665747475081,2002-2002,11289
D,age,-8.04130354040884,-1.9205062014899643,2002-2002,11289
D,age2,14.671615116943018,0.062110506605281314,2002-2002,11289
D,age3,-6.873354743574194,-0.0006695103988985358,2002-2002,11289
O,poss_pct,0.8706848728289474,4.820898626067213,2003-2003,11282
O,poss_pct2,0.521698655485553,3.094527576453251,2003-2003,11282
O,gs_pct,-1.5858858300906595,-4.083447080665764,2003-2003,11282
O,gs_pct2,1.6670146027028965,3.865331100276369,2003-2003,11282
O,age,10.418412373734435,2.4854350369433442,2003-2003,11282
O,age2,-18.54269015286282,-0.07839637662250272,2003-2003,11282
O,age3,8.278708074832357,0.0008052803090471584,2003-2003,11282
D,poss_pct,-0.5779410549840514,-3.1979791775402773,2003-2003,11292
D,poss_pct2,1.2279313686375715,7.282474281041279,2003-2003,11292
D,gs_pct,-0.4060310918745838,-1.0450891499929356,2003-2003,11292
D,gs_pct2,-0.4464578244141034,-1.03505794794996,2003-2003,11292
D,age,-8.148655175330315,-1.9436762651358355,2003-2003,11292
D,age2,14.902581556638305,0.06299570157055438,2003-2003,11292
D,age3,-6.982135872351879,-0.0006790290085177527,2003-2003,11292
