season,side,team,raw,adjusted,selective,adj_tov,adj_oreb,adj_chance,adj_fga_rate,adj_ft,adj_ftr,adj_fg3,adj_rim,adj_mid,adj_rim_share,adj_mid_share,adj_thr_share,first_actual,truth,w
1997,off,1610612758,101.66007336176294,101.9071184610969,102.06010781641032,101.79669814604583,101.47213089909145,101.49580079465129,101.54096068046097,101.7364597249565,101.76180976579934,101.39643770086266,101.68521823116001,102.17186283814507,101.71110997950166,101.70949217816178,101.69858480786488,101.53561027270321,106.32214060860441,3812
1997,off,1610612759,100.2244155067909,102.97236231582961,103.21012917038681,100.55089216660292,100.35012068603272,100.00550881436264,100.2754658545087,100.4024656818858,100.22526431425659,101.84851570757101,100.48731920308967,100.68023938022979,100.17753843663466,100.20112234926535,100.22430969751393,100.13850415512465,104.33470507544581,3645
1997,off,1610612760,110.0088946628946,110.02820402193232,109.3579784485751,109.84211412699698,110.0149954805772,110.29865465314366,110.50435440710554,110.03917975344262,109.68452682667836,110.06019382835086,109.65210611556087,110.11795772443642,109.96035836802655,109.94630122653328,110.00380786171871,110.06041502495403,109.7016930932545,3721
1997,off,1610612761,100.427541978416,102.06893702318663,102.51304263289803,101.06743732546921,100.30522005253654,100.13559821868209,100.30417145776717,100.45121815799807,100.54571084901681,100.30513226708212,100.83403853446009,101.56213521035598,100.43605889107107,100.4118624098774,100.40838030354108,100.0264340470526,106.48834745762711,3776
1997,off,1610612762,107.59464587394415,107.07068735956521,106.52470385952512,107.6076057392293,108.0050519582573,107.91096756881758,107.79625684322986,107.50158263864046,107.39067485461004,107.84047731449297,106.98990395314975,106.76220329287759,107.58486830191542,107.61484651498455,107.59980762430966,107.65333333333334,117.62982689747004,3755
1997,off,1610612763,97.69950106061964,99.66632331369856,100.44110237785885,97.71373930329963,97.98584910480172,97.36890294743182,97.24924702733945,97.9594007704871,98.03377277332449,98.38892519963527,98.06599571305158,98.47737066791967,97.7142396533917,97.71270026221507,97.70328314571843,97.23043828986286,100.59863945578232,3675
1997,off,1610612764,103.39194296501398,103.71371963623615,103.98677261627962,103.34466637388451,103.66650012245863,103.44833417521653,103.05881039015156,103.66537469607175,103.60348075681415,103.97435240860648,103.29604721218392,102.78381787726718,103.37249110322925,103.40100803309892,103.39603520796163,102.9045643153527,108.10245687401986,3826
1997,off,1610612765,109.62754994004928,107.26785910638158,107.27968919406419,109.01264215828849,109.84791912077182,109.63040996045306,109.56884579664852,109.5127362261574,109.66787141205378,107.62947516330875,109.42693449807626,109.94180150927212,109.66823348107359,109.64232228397864,109.6044091401942,109.20490168139071,109.3776401013799,3551
1997,off,1610612766,107.14632139919168,104.53915694178778,104.5313131766371,106.64946747394673,107.52041131381587,107.23355387585677,107.02077039742389,106.97885316395904,107.20518229092174,105.34285222187086,109.30918109232802,104.40262150000952,107.24017547471354,107.16774316560222,107.14689578764397,106.95890410958904,113.34958028702951,3693
1997,def,1610612737,98.69316557128208,101.06501426985878,102.37000496297303,98.73922316059313,98.9149032691674,98.11116133502973,98.02824201566523,99.1077666314969,99.1983891886642,99.6098156645476,99.83186104988191,99.10360195516563,98.6992989871796,98.69346476402698,98.67695565907802,98.37510327733406,102.81960032849713,3653
1997,def,1610612738,107.23212507778472,105.16272780277396,104.82831839262094,107.79671923400493,107.16266501377487,107.57351921763102,107.35749270017651,107.78959030180425,107.13378412865563,107.4990019214368,108.09655714068028,102.75922022856776,107.28495312246028,107.29088341111144,107.23455297789772,106.475,114.80740370185093,3998
1997,def,1610612739,100.45518061178882,102.26784500852888,101.8698935270284,101.39673920024266,100.95938189484554,100.3647843735002,100.82359818234677,100.26347576344062,100.19077243761917,98.78615390414951,100.02972181202367,102.96815261366788,100.52629883454549,100.52754913968909,100.45272851900798,100.66035027275338,101.65745856353591,3439
1997,def,1610612741,98.65380528116555,101.53131714816871,102.35283124404256,98.7556751295078,99.04424932443885,98.27480850814185,98.22791478275364,98.91826702395565,98.99105993378505,100.69178141223125,99.5164742445996,98.33635701025337,98.66207778191753,98.66144695510484,98.65424540878567,98.34974713867447,103.13913274807129,3759
1997,def,1610612742,108.01905076940675,106.7911771579225,106.57116158535632,108.0991764501804,107.48659769204434,108.1260978950235,108.09170974817421,108.22944949865258,107.96562526102115,106.84296531540053,107.66653480883038,108.3918769605653,108.05692260285076,108.04321741113726,107.9990806239463,107.34672304439746,106.0300136425648,3665
1997,def,1610612743,107.11187793594408,105.23252685068378,105.22612777866246,106.49601521857633,107.34805851613841,107.13725706503918,106.97551155308534,107.18191406702508,107.22302409563846,105.6536273273653,107.52473547554476,106.46559910150599,107.11461411949753,107.15817528019521,107.22071679309009,106.81227249089963,113.47554630593132,3844
1997,def,1610612744,109.66716210698242,108.81987786375451,108.6158731492355,109.86379906959544,108.79283964503873,109.83091676596756,109.68364304097693,109.61582357342094,109.6441607841612,109.76583029855168,108.57228378395611,110.36329973352217,109.70408382766223,109.67856828301299,109.65935408259023,109.21290322580646,112.16889588250721,3813
1997,def,1610612745,101.29880016281507,102.54260308312415,103.27737404736052,101.00494808410718,101.93442397017922,101.03620179187642,100.79672215232213,101.7784758685462,101.6745931775503,101.56793085336757,101.82409459950975,101.27059324799495,101.33374823279405,101.32658906522416,101.28140843025929,101.69757116740664,104.50851900393185,3815
1997,def,1610612746,105.47561237800505,106.48353721041292,105.9589810095006,105.90119945342231,105.39138156104737,105.56932276881945,105.91466737440703,105.50608380210258,105.10507128764816,106.18465622381542,105.35501815435501,105.36961698025098,105.44413712495714,105.47074144532856,105.48742118024077,104.90894695170229,107.93362717137671,3857
1997,def,1610612747,102.12344171077375,104.19103261888355,104.47149200700854,102.24819095905094,101.9237891168529,101.78990987232069,102.14065184859834,102.76174012129654,102.11466066919311,102.9092016951806,102.59004526274283,102.66683103864874,102.14069372738413,102.14261642960903,102.12592903611053,101.56739811912226,103.20395936441781,3839
1997,def,1610612748,98.28661843909158,101.40925699197619,101.57840421742719,98.55874640909752,98.77000424133527,97.92376494673472,98.36919973452822,98.09486913867848,98.20208020259457,98.82384954103848,98.99436011850135,99.83271030708961,98.31179580804874,98.3434384955934,98.33890737172861,97.99022270505161,101.33624215980366,3667
1997,def,1610612749,105.33135731563146,106.80585661541791,106.5894791932143,104.91945930065178,105.6845565339518,105.35454438962718,105.39461710647299,106.1207464366068,105.32137025157273,106.1553915841153,104.59066302249458,105.78797958576386,105.33348906051252,105.40387690328133,105.35184874069567,105.1371705217859,109.21795216339693,3721
1997,def,1610612750,105.98787957616224,105.38097937916909,105.07261209847162,106.2377250567315,105.419216134808,106.03367198142858,106.23331821373594,105.9276743765754,105.80019338395238,105.67889470938415,106.50502493683521,105.43018023758196,105.97818830773294,105.99260204071558,106.01942441228378,105.49217299018308,106.20196130400213,3773
1997,def,1610612751,107.57976287422042,106.54056123419264,106.19818087167984,107.75087060993023,107.36953995227694,107.73263385898574,107.80832515956565,107.5205570280136,107.41801377739195,106.73289949175606,107.57034148412114,107.31393088701996,107.54745921567806,107.56099306646495,107.61105970644414,106.49020106897429,109.2626607189714,3811
1997,def,1610612752,97.47296363220975,101.66848128794436,101.45787096282054,98.06466241158874,98.41355725154921,97.2161988622292,97.92995029035158,97.77385999889331,97.09476612552284,97.7829733112768,98.0066857849584,99.12054097784245,97.5012897599789,97.48775307019838,97.4479615643575,97.74337444240356,101.86666666666666,3750
1997,def,1610612753,103.81319686967274,105.36391535908454,105.47980206331505,103.87573032419019,103.7064826796124,103.805662369552,103.66273485787657,104.20969673114493,103.9424854760564,104.84348302046915,103.45970514319818,104.31938240280955,103.792411068698,103.8390237610355,103.82741835331272,102.9126213592233,106.12685560053981,3705
1997,def,1610612754,101.73971915821089,104.89793936609017,105.16756188842953,101.71522195969796,101.82328159152063,101.39016976066776,101.80727558434201,101.95944321705714,101.65592219396963,103.17994537818045,101.97546360971299,103.29555761156999,101.77271375433885,101.753342746999,101.72878454872497,101.28102481985589,105.66290928609769,3726
1997,def,1610612755,107.98599422542956,106.99279406108566,107.08615879459235,107.80516008120894,107.94423898085401,108.07380219507115,107.91194241719116,108.33174618256201,108.07831819399988,107.98092570507245,108.14548521883785,106.71307293946538,107.95387512777266,107.93599830481827,107.98104886895231,107.01272772647866,111.5192403798101,4002
1997,def,1610612756,105.35935303866242,105.55388024375227,105.3783160120077,105.41155291004283,105.6489624424672,105.47637297565306,105.32649059014287,105.31820656624306,105.4135401366396,105.87183034131817,104.72859033560886,105.14276914540432,105.42630378177091,105.39617112146796,105.35409126033014,105.07912200102093,110.07751937984496,3870
1997,def,1610612757,101.8572038725572,104.22858954412062,104.06846275334694,101.60233936688692,102.38966130973218,101.62639077223761,102.18999784140367,101.84454871536956,101.61753743057582,102.00045335233426,102.36351310756599,103.3895947877972,101.86403069990445,101.88665072259622,101.889451717341,101.74556995503835,102.85639412997904,3816
1997,def,1610612758,106.06139302567874,107.06655217719727,106.65360324887651,106.03126990537434,105.94243789004025,106.01520412265434,106.30058655210378,106.63466594586994,105.85162752529538,106.63529006266708,105.19269710174905,106.74060456559191,106.16805002431875,106.16434676472242,106.08340296586972,105.60846560846561,108.94819466248038,3822
1997,def,1610612759,107.60993499854617,106.92358373772207,106.9976113318852,107.7588904549232,106.83756766230175,107.59789016661344,107.60765112032836,107.88333555780248,107.61506307330811,107.47919997818148,107.68875380399372,107.3954801048897,107.58874865229592,107.57813685670027,107.60389522545873,107.05589374654123,114.93150684931507,3650
1997,def,1610612760,100.86654475069038,101.4963100484717,101.68144661335748,101.861256923592,100.8559799437558,100.76211012057824,100.83537315290708,100.80150554570614,100.89056041213082,99.97478969695135,101.43302424920364,101.0654187416837,100.87784368824781,100.8502335874207,100.80103230959209,100.76255587693926,102.03698740284106,3731
1997,def,1610612761,106.1003962690005,107.7369017562976,107.51417865727942,106.40607799026967,105.57597831754505,106.08601955911799,106.44633791421747,106.57997557817976,105.86550002046327,106.82836442353968,105.78240449741374,107.08836921123974,106.04534399890063,106.03394962160758,106.0962293003967,106.12569610182976,107.36423841059603,3775
1997,def,1610612762,100.92688684684458,103.53668779654221,103.13824912197178,101.23019574629684,101.53116773624635,100.79581823479622,101.43084067762467,100.66110493710589,100.57433716751194,102.09298551047668,101.35830786096368,101.23394541350648,100.96958857990269,100.93992543343698,100.90160443420643,100.77292110874201,105.16232038318255,3758
1997,def,1610612763,109.9490300002441,108.59200789569891,108.62127317289529,110.30967490303235,108.88553137651127,110.2255394852891,109.80519509496143,110.1149399997019,110.03982815793137,109.3777717151528,109.290915384766,110.29546764852229,109.87852100247888,109.86241976391838,109.94690187388751,109.65572888649811,110.91453456722918,3674
1997,def,1610612764,102.7904278929071,102.26817400690335,102.60766526453996,103.21962290523975,102.86307355176348,102.76701012590077,102.46143057404177,102.28361454131038,103.06043209671779,102.05700761422992,103.16989492173242,102.70736651683467,102.78671499860825,102.79508446411154,102.80737260789623,102.38218539616778,105.2659156405554,3817
1997,def,1610612765,100.67967773138696,101.02322147271359,101.78442468489229,100.9603833320589,101.0264131857082,100.36476693629794,100.15602394893264,101.07211970714782,101.08963783448827,99.73008775459633,101.26232553676586,100.70726544344937,100.73411424912396,100.73452146127126,100.62557370142551,100.05691519635742,105.76004495644844,3559
1997,def,1610612766,106.36019457574227,103.21822971153412,103.09257832092504,105.87548675258152,105.88127605935787,106.8277453686863,106.02694318204387,106.77270314190987,106.62104440866769,106.27645201347603,108.41721636459461,101.3801266199939,106.45411744553634,106.41533979353427,106.37026351939791,105.92552324001088,108.3042192958882,3721
1998,off,1610612737,104.5658577602624,105.43842004471142,105.09499816228669,104.67779117595121,104.3120841187788,104.65672524535968,104.81816552278907,104.32719350285575,104.3930848096026,105.68016976749887,104.7298893986557,104.36934258242745,104.55499262404,104.57059787589861,104.56459352720705,103.96954866775421,109.08108108108108,3700
1998,off,1610612738,99.25354969180228,101.09087507450165,101.77864253491592,99.5549391423598,99.12504225748481,98.91207743112241,98.96584423750181,99.3261509282155,99.48964850720705,100.11680644187321,99.79103454798228,99.89168866366117,99.23988628227772,99.23027585664424,99.24807520122388,98.81778463120021,103.59937402190923,3834
1998,off,1610612739,101.32049994161204,102.23879684833058,101.89175091902877,102.37445325335729,101.28765729826608,101.4769475958205,101.51855188593547,101.16429273048136,101.1488323699387,101.16395549285255,101.18541615539601,101.49374242969299,101.29371368421091,101.32887981510642,101.33020516119225,100.42194092827005,101.34156157767642,3727
1998,off,1610612741,104.28144407118174,104.78560219639677,105.0001699429882,104.26148997241619,103.59994788136457,104.14478842735546,104.16240343441248,104.35578728435387,104.35249090196936,105.33504741741375,104.32910670677958,104.4641897275836,104.29009252050228,104.30192580592217,104.28061571758401,103.99029387975196,108.54978354978356,3696
1998,off,1610612742,98.36667203565551,98.26588608787279,99.2292864612118,98.01710172511278,98.86106272299415,98.04897060230545,97.67633699965579,98.36594842114283,98.89225535777835,97.4943217495621,99.50158794806686,98.29777637353537,98.4141740059494,98.37751070039532,98.3459892168395,97.87007454739084,100.31529164477142,3806
1998,off,1610612743,97.75723265064964,100.02003643907535,99.90487828563009,98.13940956055642,97.67977313735041,97.49012103538506,98.03925983761268,97.64268644732987,97.50864112248347,98.72308014021881,97.97623754237048,98.77179940757637,97.8118057616709,97.78878796629917,97.76264071633946,97.2378653794583,98.3301912200377,3713
1998,off,1610612744,92.35886494134725,95.20581989119819,96.15495645863777,92.61103085238506,92.31268255936924,91.78489749493254,91.86257910865069,92.6737288742075,92.77452936248514,94.10254130244378,92.46031207638215,93.35704837448992,92.46009674139741,92.40360683395686,92.35104939854213,91.65808444902163,96.48798521256931,3787
1998,off,1610612745,107.80914099449062,107.60530519301787,107.50950692165358,107.90700172560263,107.78937041377286,107.89785499212488,107.88133734178949,107.60433786432127,107.7515026322712,107.99162434828641,107.40826083490265,107.91200834403189,107.81393589228728,107.75078644149676,107.80014286292293,108.09748427672956,105.16644474034621,3755
1998,off,1610612746,101.72296678923732,102.08037014029512,102.49349412626513,101.9892101970024,101.96942085317434,101.57025162791858,101.54295736556715,101.86127077217864,101.8414504522831,100.85364046379246,101.82122503029741,102.49225624331575,101.70536976332666,101.67713313184312,101.6995414505883,101.40736949846469,103.14565159925985,3783
1998,off,1610612747,110.1120424521684,110.16309058070733,109.40409261525457,109.62294067849167,110.44995905758016,110.40111356335667,110.78821440637603,110.42254861375298,109.66063934515367,110.2027659617771,109.60774401935036,110.11657456434463,110.00924996191534,110.00342387291403,110.11370840586396,109.70528455284553,112.03341164186897,3831
1998,off,1610612748,106.61293920641542,105.9242918663787,105.83912419483195,106.81379618706244,106.52494751760916,106.69254304451206,106.63714182576527,106.65453411609951,106.6171966116494,106.16685171434146,106.26904106524076,106.47148538802657,106.64636047425209,106.57731712056851,106.59411629750696,106.01851851851852,106.6557107641742,3651
1998,off,1610612749,102.44795620857069,101.98221542124136,101.60273587847661,103.08953362281754,102.38095830832981,102.6908529856568,102.44857525175077,102.22819667106273,102.47199418654705,102.1196244348418,102.27143454418767,101.73731494866581,102.52231131236123,102.49189741195548,102.47064537772626,101.88333769291133,101.9581899973538,3779
1998,off,1610612750,105.88748919515417,105.7548706881503,105.20076833022385,105.46108601600736,106.1137760822893,106.11799296079987,106.16575049109939,105.7988846162551,105.67655111895391,106.67721541241175,106.01646492421857,104.78089410363316,105.90217821029356,105.90652485529853,105.8825806246946,105.66997203152809,107.57220921155347,3843
1998,off,1610612751,105.11198007335953,105.66161024949072,105.58497127301628,104.90051878529519,104.44464043375024,104.86938357501512,105.43826299372415,105.18494532901381,104.86558744720949,105.49917495125425,105.55710978696553,105.81566547254926,105.08561673322808,105.11425746051391,105.11835331807376,104.03935784567581,108.9477827341905,3811
1998,off,1610612752,102.37302936216315,102.7209166534402,102.83121890333673,102.67586187178682,102.43901840235277,102.37532998996355,102.24684237362712,102.24852595590211,102.51979649061077,102.56914588859269,102.52518018761762,102.09228109187757,102.39122065953872,102.37219590076499,102.37000556369951,102.02101859337105,101.56593406593407,3640
1998,off,1610612753,101.13939001310341,102.29855536002125,102.48272308881191,101.26508480147812,100.8338567408342,100.95250394070962,101.11879517307754,101.08843946759032,101.15781999155153,101.7190200266692,101.44096349108507,101.81702270132315,101.14182710714951,101.1524824917516,101.14460174998332,101.09769484083425,101.95970190449903,3623
1998,off,1610612754,105.93887610910285,104.32728101978648,103.35916965425116,106.0165355594614,106.41389411124861,106.28812788725814,106.4291236941644,105.82343525405958,105.60330659815271,104.71397196268462,105.17996326330132,105.25556518329839,106.03135824189702,105.97958088588383,105.95150267033976,105.67567567567568,107.77596519847744,3678
1998,off,1610612755,101.05017213357374,103.2778871455591,102.92786931162779,101.64259411004647,100.97468370206933,100.95316554693484,101.54794038991858,101.11986655640216,100.68036670693651,102.22071845476289,101.26804768411117,101.31725951097067,100.98771594008977,101.0434370756376,101.04695190180381,100.07851347814709,101.65377433982395,3749
1998,off,1610612756,105.24350867644233,105.27260744391258,105.50399091420557,105.07530898062929,105.34615963634086,105.2970278244743,104.96437974029708,105.34814754654778,105.41254828547736,106.08139726099576,104.74482346275764,104.9560730326549,105.24859370183388,105.23480291288854,105.2447095821228,104.92268041237114,108.47682119205298,3775
1998,off,1610612757,102.32417463022931,103.53284358429862,103.33889563019629,102.97088366923504,102.06536905965937,102.28517280102677,102.57887944752584,102.37376864632856,102.1254427417595,102.78030344497868,102.43623510159713,102.53166399625329,102.30622478000814,102.31701688831193,102.3240587605443,101.91744340878829,103.74402549123738,3766
1998,off,1610612758,100.1795895059327,100.54365806898815,100.8255217829213,100.17278253826184,100.1266840513592,99.95108859019581,100.05553854691391,100.53912214905516,100.25460323343249,100.1141292367554,100.59774001904157,100.09694952063535,100.20529042469613,100.20721881895912,100.1973253486363,100.0,99.4251371831722,3827
1998,off,1610612759,101.53780042223676,102.81885068133269,102.48696302854158,102.25882985260819,101.8041981752961,101.66331530972231,101.84759914082949,101.91476639556741,101.34806659260167,101.66896722729419,101.36472074663425,101.35635915489377,101.45701953475049,101.50876617740222,101.53876457200107,100.29092832583973,104.6896551724138,3625
1998,off,1610612760,111.24649394564271,108.94527615995094,108.53055471643552,110.84843750018062,111.4230056220027,111.53129279281703,111.47432086633223,111.22892422700684,111.1136861614051,109.63032072701259,110.86183307560279,110.89884486604436,111.22173248302354,111.19377834811782,111.22357392099762,110.77213822894169,110.26265908475494,3693
1998,off,1610612761,100.46248410605656,101.27967767136856,101.92832262864098,100.8362486196581,100.32589098617845,100.21997867984662,100.09107824519624,100.6347460406022,100.70922113326874,100.54941398625543,100.76183521547217,100.8810808486571,100.42678860670212,100.46149083050523,100.46976252848258,100.0,99.8240764011058,3979
1998,off,1610612762,108.18301397573127,107.89253687273765,106.71118702520263,108.35544660256492,107.96434671534948,108.71276582385667,108.91690765847939,108.09587991789753,107.65797239409498,108.1558204606947,108.50709866507404,107.07062159609629,108.12083175759504,108.17967116098194,108.19064473953884,108.12332439678285,113.94217778978654,3701
1998,off,1610612763,100.09971283373659,100.38738267871837,100.3419449624979,100.70915362680812,100.45068107793415,100.1353868022082,100.07980135566062,100.21294484369949,100.0927319727318,99.39317641570497,100.03228032204346,100.05401835448538,100.10420738565246,100.11588978174466,100.1125374405247,99.55878536205554,105.28908478091782,3857
1998,off,1610612764,105.21715709325294,104.18960326990124,104.26580560338199,104.66102279791473,105.1746956206232,105.18536550562276,105.11589656196514,105.45321773009279,105.27992132334167,104.7251791203342,104.99531786778653,105.27638530235443,105.23703963196928,105.24295081658256,105.23216021151336,104.4328552803129,103.17542946382093,3842
1998,off,1610612765,101.68143517906512,103.18986494217822,103.06375155591083,101.50205609543154,101.67714058507843,101.51692943444174,101.9209593511644,101.63626555515027,101.49198842596329,103.1124042108955,101.81698209837204,101.91797437419737,101.6983900587418,101.70320937261477,101.67616193772062,101.15715823466093,106.49633052459907,3679
1998,off,1610612766,104.49289009934957,103.83727281917523,103.6728049731646,104.5348541650258,104.75321588540062,104.68075813586397,104.49950745018494,104.42528479056946,104.47276069898807,103.52459021539018,104.50687980171764,104.41562859306293,104.45790408331274,104.49110699097187,104.50519450282692,103.99678111587983,109.11057042443903,3699
1998,def,1610612737,102.42276735191835,103.17061727417065,103.8042060703147,101.70378988548914,102.59497297761531,102.15613837657236,101.94155295158838,102.58240063050371,102.8008515040846,104.0041822526374,102.8659182027572,101.7968225426531,102.4786213351071,102.46429612589519,102.420526546075,101.38474070051588,103.78583017847485,3698
1998,def,1610612738,102.55562020326805,105.95251103917937,104.80401831797037,104.39672190382649,102.19375230005895,103.03033380913207,103.62587233811517,102.60938088265326,101.76780514258671,103.69448792272631,101.87349571985638,103.59922763536372,102.2728591863279,102.36564431746378,102.5444090060131,102.2113653895603,106.00365439832942,3831
1998,def,1610612739,95.84397443314097,98.9718069582808,98.93185121022505,96.90281722687715,96.25245476392428,95.72449725928008,96.00322452400809,95.75564170046817,95.74535876575206,95.85240051154507,95.95371307624195,97.5039336971518,95.85110539964616,95.84268407364466,95.83873270023945,95.67282321899737,100.13404825737265,3730
1998,def,1610612741,98.10965783875365,101.0418394682708,101.56754075638783,98.15367650251447,98.25190590493236,97.70477982780324,97.93966274444257,98.26455249454061,98.24641129131447,99.26008376505888,98.5244005080717,99.51709135586299,98.13321713502151,98.14118078168593,98.1189352280425,98.16166531494999,99.16034669555796,3692
