system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,d0,o1,d1,o2,o3,o4,d2,d3,d4
mspi_linear+sat,mspi,3,2013,linear+sat,linear+sat,1.35449,1.51139,0.84206,0.88805,2.97224,-3.14009,,,,,,
mspi_linear+sat,mspi,3,2014,linear+sat,linear+sat,1.35449,1.51139,0.85405,0.89686,2.8537,-3.0425,,,,,,
mspi_linear+sat,mspi,3,2015,linear+sat,linear+sat,1.35449,1.51139,0.8414,0.89066,2.87336,-3.15425,,,,,,
mspi_linear+sat,mspi,3,2016,linear+sat,linear+sat,1.35449,1.51139,0.8556,0.88709,2.876,-3.08088,,,,,,
mspi_linear+sat,mspi,3,2017,linear+sat,linear+sat,1.35449,1.51139,0.84166,0.88348,2.95075,-3.24064,,,,,,
mspi_linear+sat,mspi,3,2018,linear+sat,linear+sat,1.35449,1.51139,0.85067,0.88034,2.97792,-3.32875,,,,,,
mspi_linear+sat,mspi,3,2019,linear+sat,linear+sat,1.35449,1.51139,0.85644,0.88495,2.89858,-3.13058,,,,,,
mspi_linear+sat,mspi,3,2020,linear+sat,linear+sat,1.35449,1.51139,0.85071,0.87779,2.92436,-3.1613,,,,,,
mspi_linear+sat,mspi,3,2021,linear+sat,linear+sat,1.35449,1.51139,0.83977,0.89021,2.83854,-3.07783,,,,,,
mspi_linear+sat,mspi,3,2022,linear+sat,linear+sat,1.35449,1.51139,0.84682,0.88304,2.97855,-2.96558,,,,,,
mspi_linear+sat,mspi,3,2023,linear+sat,linear+sat,1.35449,1.51139,0.85411,0.88926,2.88616,-3.13221,,,,,,
mspi_linear+sat,mspi,3,2024,linear+sat,linear+sat,1.35449,1.51139,0.85303,0.88029,2.71913,-3.14817,,,,,,
mspi_linear+sat,mspi,3,2025,linear+sat,linear+sat,1.35449,1.51139,0.84866,0.8879,2.81326,-3.14861,,,,,,
mspi_linear+sat,mspi,3,-1,linear+sat,linear+sat,1.35449,1.51139,0.84931,0.88471,2.88287,-3.14784,,,,,,
mspi_linear+sat500,mspi,3,1998,linear+sat500,linear+sat500,1.35449,1.51139,0.86646,0.90266,3.37939,-3.61823,,,,,,
mspi_linear+sat500,mspi,3,1999,linear+sat500,linear+sat500,1.35449,1.51139,0.87464,0.90024,3.28459,-3.65803,,,,,,
mspi_linear+sat500,mspi,3,2000,linear+sat500,linear+sat500,1.35449,1.51139,0.87412,0.89669,3.28555,-3.64271,,,,,,
mspi_linear+sat500,mspi,3,2001,linear+sat500,linear+sat500,1.35449,1.51139,0.87009,0.90249,3.30326,-3.6257,,,,,,
mspi_linear+sat500,mspi,3,2002,linear+sat500,linear+sat500,1.35449,1.51139,0.87255,0.90375,3.25058,-3.64727,,,,,,
mspi_linear+sat500,mspi,3,2003,linear+sat500,linear+sat500,1.35449,1.51139,0.88288,0.90085,3.13026,-3.8606,,,,,,
mspi_linear+sat500,mspi,3,2004,linear+sat500,linear+sat500,1.35449,1.51139,0.86647,0.89151,3.40396,-3.70587,,,,,,
mspi_linear+sat500,mspi,3,2005,linear+sat500,linear+sat500,1.35449,1.51139,0.8724,0.89671,3.24557,-3.61062,,,,,,
mspi_linear+sat500,mspi,3,2006,linear+sat500,linear+sat500,1.35449,1.51139,0.87142,0.89292,3.31168,-3.67752,,,,,,
mspi_linear+sat500,mspi,3,2007,linear+sat500,linear+sat500,1.35449,1.51139,0.87223,0.90061,3.37331,-3.65004,,,,,,
mspi_linear+sat500,mspi,3,2008,linear+sat500,linear+sat500,1.35449,1.51139,0.86442,0.89443,3.32584,-3.65678,,,,,,
mspi_linear+sat500,mspi,3,2009,linear+sat500,linear+sat500,1.35449,1.51139,0.88264,0.89661,3.21432,-3.66456,,,,,,
mspi_linear+sat500,mspi,3,2010,linear+sat500,linear+sat500,1.35449,1.51139,0.86992,0.90353,3.42101,-3.64482,,,,,,
mspi_linear+sat500,mspi,3,2011,linear+sat500,linear+sat500,1.35449,1.51139,0.87593,0.89803,3.30856,-3.60274,,,,,,
mspi_linear+sat500,mspi,3,2012,linear+sat500,linear+sat500,1.35449,1.51139,0.87603,0.89879,3.24047,-3.67259,,,,,,
mspi_linear+sat500,mspi,3,2013,linear+sat500,linear+sat500,1.35449,1.51139,0.86633,0.90302,3.39723,-3.64226,,,,,,
mspi_linear+sat500,mspi,3,2014,linear+sat500,linear+sat500,1.35449,1.51139,0.87753,0.91157,3.25863,-3.52529,,,,,,
mspi_linear+sat500,mspi,3,2015,linear+sat500,linear+sat500,1.35449,1.51139,0.86351,0.90588,3.31555,-3.66032,,,,,,
mspi_linear+sat500,mspi,3,2016,linear+sat500,linear+sat500,1.35449,1.51139,0.87876,0.90139,3.2899,-3.56996,,,,,,
mspi_linear+sat500,mspi,3,2017,linear+sat500,linear+sat500,1.35449,1.51139,0.8656,0.8994,3.37866,-3.73698,,,,,,
mspi_linear+sat500,mspi,3,2018,linear+sat500,linear+sat500,1.35449,1.51139,0.8737,0.89632,3.43406,-3.85839,,,,,,
mspi_linear+sat500,mspi,3,2019,linear+sat500,linear+sat500,1.35449,1.51139,0.87937,0.89991,3.32788,-3.61445,,,,,,
mspi_linear+sat500,mspi,3,2020,linear+sat500,linear+sat500,1.35449,1.51139,0.87488,0.89276,3.32736,-3.65485,,,,,,
mspi_linear+sat500,mspi,3,2021,linear+sat500,linear+sat500,1.35449,1.51139,0.86221,0.90535,3.25323,-3.54901,,,,,,
mspi_linear+sat500,mspi,3,2022,linear+sat500,linear+sat500,1.35449,1.51139,0.86931,0.89741,3.4495,-3.42484,,,,,,
mspi_linear+sat500,mspi,3,2023,linear+sat500,linear+sat500,1.35449,1.51139,0.87717,0.90407,3.29808,-3.61578,,,,,,
mspi_linear+sat500,mspi,3,2024,linear+sat500,linear+sat500,1.35449,1.51139,0.87495,0.89589,3.10181,-3.62126,,,,,,
mspi_linear+sat500,mspi,3,2025,linear+sat500,linear+sat500,1.35449,1.51139,0.87067,0.90303,3.22338,-3.63035,,,,,,
mspi_linear+sat500,mspi,3,-1,linear+sat500,linear+sat500,1.35449,1.51139,0.87236,0.89985,3.30458,-3.64413,,,,,,
mspi_linear+sat2000,mspi,3,1998,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82247,0.87946,2.60355,-2.66166,,,,,,
mspi_linear+sat2000,mspi,3,1999,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83208,0.87583,2.52985,-2.69794,,,,,,
mspi_linear+sat2000,mspi,3,2000,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83214,0.87244,2.51821,-2.69011,,,,,,
mspi_linear+sat2000,mspi,3,2001,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82738,0.87866,2.53342,-2.66134,,,,,,
mspi_linear+sat2000,mspi,3,2002,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82961,0.87952,2.52045,-2.70839,,,,,,
mspi_linear+sat2000,mspi,3,2003,linear+sat2000,linear+sat2000,1.35449,1.51139,0.84424,0.87653,2.36146,-2.78901,,,,,,
mspi_linear+sat2000,mspi,3,2004,linear+sat2000,linear+sat2000,1.35449,1.51139,0.8223,0.86696,2.61837,-2.71311,,,,,,
mspi_linear+sat2000,mspi,3,2005,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83054,0.87142,2.507,-2.67869,,,,,,
mspi_linear+sat2000,mspi,3,2006,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82845,0.86818,2.56336,-2.72075,,,,,,
mspi_linear+sat2000,mspi,3,2007,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83058,0.87667,2.55612,-2.65965,,,,,,
mspi_linear+sat2000,mspi,3,2008,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82259,0.87002,2.5348,-2.67736,,,,,,
mspi_linear+sat2000,mspi,3,2009,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83962,0.87263,2.49564,-2.69436,,,,,,
mspi_linear+sat2000,mspi,3,2010,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82594,0.87904,2.6321,-2.68655,,,,,,
mspi_linear+sat2000,mspi,3,2011,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83258,0.87469,2.55841,-2.655,,,,,,
mspi_linear+sat2000,mspi,3,2012,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83452,0.87494,2.49504,-2.70631,,,,,,
mspi_linear+sat2000,mspi,3,2013,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82163,0.87934,2.62637,-2.67224,,,,,,
mspi_linear+sat2000,mspi,3,2014,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83404,0.88822,2.52455,-2.59252,,,,,,
mspi_linear+sat2000,mspi,3,2015,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82345,0.88181,2.51294,-2.6825,,,,,,
mspi_linear+sat2000,mspi,3,2016,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83623,0.87893,2.53946,-2.62495,,,,,,
mspi_linear+sat2000,mspi,3,2017,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82165,0.87395,2.60005,-2.77094,,,,,,
mspi_linear+sat2000,mspi,3,2018,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83219,0.871,2.60039,-2.83383,,,,,,
mspi_linear+sat2000,mspi,3,2019,linear+sat2000,linear+sat2000,1.35449,1.51139,0.8371,0.87615,2.5517,-2.67277,,,,,,
mspi_linear+sat2000,mspi,3,2020,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83011,0.86911,2.59299,-2.69474,,,,,,
mspi_linear+sat2000,mspi,3,2021,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82147,0.88117,2.49307,-2.63037,,,,,,
mspi_linear+sat2000,mspi,3,2022,linear+sat2000,linear+sat2000,1.35449,1.51139,0.82912,0.87452,2.58982,-2.52771,,,,,,
mspi_linear+sat2000,mspi,3,2023,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83438,0.8804,2.55289,-2.67568,,,,,,
mspi_linear+sat2000,mspi,3,2024,linear+sat2000,linear+sat2000,1.35449,1.51139,0.8342,0.8707,2.40828,-2.70022,,,,,,
mspi_linear+sat2000,mspi,3,2025,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83027,0.87915,2.47522,-2.68627,,,,,,
mspi_linear+sat2000,mspi,3,-1,linear+sat2000,linear+sat2000,1.35449,1.51139,0.83002,0.87576,2.53931,-2.68438,,,,,,
mspi_poly2+sat,mspi,3,1998,poly2+sat,poly2+sat,1.35449,1.51139,0.75176,0.8811,0.0722,-0.01442,3.22801,,,-3.09398,,
mspi_poly2+sat,mspi,3,1999,poly2+sat,poly2+sat,1.35449,1.51139,0.75573,0.87766,0.07627,-0.01561,3.15639,,,-3.12843,,
mspi_poly2+sat,mspi,3,2000,poly2+sat,poly2+sat,1.35449,1.51139,0.75748,0.87263,0.07474,-0.01879,3.14366,,,-3.11173,,
mspi_poly2+sat,mspi,3,2001,poly2+sat,poly2+sat,1.35449,1.51139,0.76131,0.87953,0.06769,-0.01662,3.13595,,,-3.092,,
mspi_poly2+sat,mspi,3,2002,poly2+sat,poly2+sat,1.35449,1.51139,0.76253,0.88071,0.06918,-0.01648,3.10949,,,-3.12575,,
mspi_poly2+sat,mspi,3,2003,poly2+sat,poly2+sat,1.35449,1.51139,0.77745,0.87636,0.06712,-0.01939,2.95962,,,-3.25608,,
mspi_poly2+sat,mspi,3,2004,poly2+sat,poly2+sat,1.35449,1.51139,0.7545,0.86986,0.07088,-0.01364,3.23147,,,-3.15806,,
mspi_poly2+sat,mspi,3,2005,poly2+sat,poly2+sat,1.35449,1.51139,0.76705,0.87227,0.06634,-0.01811,3.08874,,,-3.09263,,
mspi_poly2+sat,mspi,3,2006,poly2+sat,poly2+sat,1.35449,1.51139,0.76274,0.8706,0.06856,-0.01539,3.1557,,,-3.14855,,
mspi_poly2+sat,mspi,3,2007,poly2+sat,poly2+sat,1.35449,1.51139,0.76295,0.87871,0.06933,-0.01434,3.18549,,,-3.10243,,
mspi_poly2+sat,mspi,3,2008,poly2+sat,poly2+sat,1.35449,1.51139,0.73826,0.87262,0.08333,-0.01411,3.19694,,,-3.11605,,
mspi_poly2+sat,mspi,3,2009,poly2+sat,poly2+sat,1.35449,1.51139,0.76737,0.87457,0.07355,-0.01464,3.09496,,,-3.12902,,
mspi_poly2+sat,mspi,3,2010,poly2+sat,poly2+sat,1.35449,1.51139,0.74934,0.87748,0.07634,-0.0226,3.28245,,,-3.1051,,
mspi_poly2+sat,mspi,3,2011,poly2+sat,poly2+sat,1.35449,1.51139,0.74873,0.87763,0.08306,-0.01219,3.20417,,,-3.08532,,
mspi_poly2+sat,mspi,3,2012,poly2+sat,poly2+sat,1.35449,1.51139,0.75992,0.87596,0.07459,-0.01654,3.10727,,,-3.13452,,
mspi_poly2+sat,mspi,3,2013,poly2+sat,poly2+sat,1.35449,1.51139,0.7527,0.88248,0.07092,-0.012,3.24036,,,-3.11374,,
mspi_poly2+sat,mspi,3,2014,poly2+sat,poly2+sat,1.35449,1.51139,0.76425,0.88841,0.07219,-0.01808,3.12183,,,-3.00421,,
mspi_poly2+sat,mspi,3,2015,poly2+sat,poly2+sat,1.35449,1.51139,0.745,0.88318,0.0772,-0.01579,3.16194,,,-3.12067,,
mspi_poly2+sat,mspi,3,2016,poly2+sat,poly2+sat,1.35449,1.51139,0.77402,0.87954,0.06561,-0.01564,3.12328,,,-3.04864,,
mspi_poly2+sat,mspi,3,2017,poly2+sat,poly2+sat,1.35449,1.51139,0.74918,0.87597,0.07606,-0.01569,3.22565,,,-3.20815,,
mspi_poly2+sat,mspi,3,2018,poly2+sat,poly2+sat,1.35449,1.51139,0.75582,0.87318,0.0766,-0.01504,3.26571,,,-3.29591,,
mspi_poly2+sat,mspi,3,2019,poly2+sat,poly2+sat,1.35449,1.51139,0.77263,0.8752,0.06739,-0.01982,3.14424,,,-3.08781,,
mspi_poly2+sat,mspi,3,2020,poly2+sat,poly2+sat,1.35449,1.51139,0.76012,0.8672,0.07263,-0.02182,3.19857,,,-3.1155,,
mspi_poly2+sat,mspi,3,2021,poly2+sat,poly2+sat,1.35449,1.51139,0.75399,0.88135,0.06818,-0.01839,3.09654,,,-3.03962,,
mspi_poly2+sat,mspi,3,2022,poly2+sat,poly2+sat,1.35449,1.51139,0.75033,0.87234,0.07703,-0.02206,3.2746,,,-2.91811,,
mspi_poly2+sat,mspi,3,2023,poly2+sat,poly2+sat,1.35449,1.51139,0.7641,0.88247,0.07136,-0.0139,3.15452,,,-3.10122,,
mspi_poly2+sat,mspi,3,2024,poly2+sat,poly2+sat,1.35449,1.51139,0.76121,0.87101,0.07361,-0.01924,2.99873,,,-3.10741,,
mspi_poly2+sat,mspi,3,2025,poly2+sat,poly2+sat,1.35449,1.51139,0.7614,0.87807,0.06996,-0.02064,3.08201,,,-3.10373,,
mspi_poly2+sat,mspi,3,-1,poly2+sat,poly2+sat,1.35449,1.51139,0.75863,0.87671,0.07256,-0.01682,3.15604,,,-3.11221,,
mspi_hinge+sat,mspi,3,1998,hinge+sat,hinge+sat,1.35449,1.51139,0.99073,0.81267,0.54343,0.94792,3.19251,,,-3.0775,,
mspi_hinge+sat,mspi,3,1999,hinge+sat,hinge+sat,1.35449,1.51139,1.0128,0.80991,0.5259,0.94512,3.12739,,,-3.11408,,
mspi_hinge+sat,mspi,3,2000,hinge+sat,hinge+sat,1.35449,1.51139,1.00655,0.79933,0.53799,0.9474,3.11111,,,-3.09856,,
mspi_hinge+sat,mspi,3,2001,hinge+sat,hinge+sat,1.35449,1.51139,0.98584,0.80351,0.5651,0.9544,3.10529,,,-3.07404,,
mspi_hinge+sat,mspi,3,2002,hinge+sat,hinge+sat,1.35449,1.51139,0.99209,0.80569,0.56213,0.95476,3.07603,,,-3.10832,,
mspi_hinge+sat,mspi,3,2003,hinge+sat,hinge+sat,1.35449,1.51139,1.0042,0.80155,0.57486,0.95278,2.93527,,,-3.24341,,
mspi_hinge+sat,mspi,3,2004,hinge+sat,hinge+sat,1.35449,1.51139,0.98708,0.80809,0.55332,0.93087,3.19464,,,-3.14391,,
mspi_hinge+sat,mspi,3,2005,hinge+sat,hinge+sat,1.35449,1.51139,0.98665,0.79618,0.57486,0.94851,3.05828,,,-3.07763,,
mspi_hinge+sat,mspi,3,2006,hinge+sat,hinge+sat,1.35449,1.51139,0.99519,0.80228,0.55291,0.9383,3.13406,,,-3.13364,,
mspi_hinge+sat,mspi,3,2007,hinge+sat,hinge+sat,1.35449,1.51139,0.99092,0.81661,0.5649,0.9405,3.15072,,,-3.08902,,
mspi_hinge+sat,mspi,3,2008,hinge+sat,hinge+sat,1.35449,1.51139,1.02238,0.80768,0.48014,0.93659,3.17222,,,-3.10166,,
mspi_hinge+sat,mspi,3,2009,hinge+sat,hinge+sat,1.35449,1.51139,1.02109,0.80988,0.53375,0.93883,3.0757,,,-3.11409,,
mspi_hinge+sat,mspi,3,2010,hinge+sat,hinge+sat,1.35449,1.51139,1.00888,0.78526,0.51481,0.97076,3.25836,,,-3.08734,,
mspi_hinge+sat,mspi,3,2011,hinge+sat,hinge+sat,1.35449,1.51139,1.02793,0.81527,0.49953,0.9378,3.17299,,,-3.06961,,
mspi_hinge+sat,mspi,3,2012,hinge+sat,hinge+sat,1.35449,1.51139,1.00911,0.80396,0.5394,0.94769,3.07606,,,-3.11936,,
mspi_hinge+sat,mspi,3,2013,hinge+sat,hinge+sat,1.35449,1.51139,0.99014,0.82569,0.54322,0.9381,3.20902,,,-3.10059,,
mspi_hinge+sat,mspi,3,2014,hinge+sat,hinge+sat,1.35449,1.51139,1.00578,0.81215,0.54989,0.96505,3.09323,,,-2.9886,,
mspi_hinge+sat,mspi,3,2015,hinge+sat,hinge+sat,1.35449,1.51139,1.00398,0.8138,0.51421,0.95221,3.13172,,,-3.1057,,
mspi_hinge+sat,mspi,3,2016,hinge+sat,hinge+sat,1.35449,1.51139,0.99497,0.81157,0.5753,0.94723,3.09939,,,-3.03331,,
mspi_hinge+sat,mspi,3,2017,hinge+sat,hinge+sat,1.35449,1.51139,0.99974,0.8032,0.5282,0.9474,3.19437,,,-3.19085,,
mspi_hinge+sat,mspi,3,2018,hinge+sat,hinge+sat,1.35449,1.51139,1.01175,0.80719,0.52777,0.93875,3.23373,,,-3.28167,,
mspi_hinge+sat,mspi,3,2019,hinge+sat,hinge+sat,1.35449,1.51139,0.99429,0.79238,0.58008,0.95826,3.11087,,,-3.07073,,
mspi_hinge+sat,mspi,3,2020,hinge+sat,hinge+sat,1.35449,1.51139,1.00507,0.78205,0.54107,0.95408,3.1714,,,-3.09979,,
mspi_hinge+sat,mspi,3,2021,hinge+sat,hinge+sat,1.35449,1.51139,0.97886,0.80183,0.5589,0.96064,3.06204,,,-3.02253,,
mspi_hinge+sat,mspi,3,2022,hinge+sat,hinge+sat,1.35449,1.51139,1.01039,0.77891,0.51741,0.966,3.2457,,,-2.89769,,
mspi_hinge+sat,mspi,3,2023,hinge+sat,hinge+sat,1.35449,1.51139,1.00332,0.81999,0.55149,0.94424,3.12645,,,-3.08742,,
mspi_hinge+sat,mspi,3,2024,hinge+sat,hinge+sat,1.35449,1.51139,1.00769,0.79331,0.54234,0.94971,2.9696,,,-3.09231,,
mspi_hinge+sat,mspi,3,2025,hinge+sat,hinge+sat,1.35449,1.51139,0.99637,0.7935,0.55222,0.96346,3.05468,,,-3.08666,,
mspi_hinge+sat,mspi,3,-1,hinge+sat,hinge+sat,1.35449,1.51139,1.00155,0.80405,0.54304,0.94918,3.12657,,,-3.09671,,
mspi_linear,mspi,4,1998,linear,linear,1.40766,1.56479,0.95518,0.98491,,,,,,,,
mspi_linear,mspi,4,1999,linear,linear,1.40766,1.56479,0.95867,0.98383,,,,,,,,
mspi_linear,mspi,4,2000,linear,linear,1.40766,1.56479,0.95962,0.97931,,,,,,,,
mspi_linear,mspi,4,2001,linear,linear,1.40766,1.56479,0.95567,0.98279,,,,,,,,
mspi_linear,mspi,4,2002,linear,linear,1.40766,1.56479,0.95528,0.98961,,,,,,,,
mspi_linear,mspi,4,2003,linear,linear,1.40766,1.56479,0.95307,0.99033,,,,,,,,
mspi_linear,mspi,4,2004,linear,linear,1.40766,1.56479,0.95371,0.97663,,,,,,,,
mspi_linear,mspi,4,2005,linear,linear,1.40766,1.56479,0.95387,0.97908,,,,,,,,
mspi_linear,mspi,4,2006,linear,linear,1.40766,1.56479,0.95488,0.97542,,,,,,,,
mspi_linear,mspi,4,2007,linear,linear,1.40766,1.56479,0.95879,0.98004,,,,,,,,
mspi_linear,mspi,4,2008,linear,linear,1.40766,1.56479,0.94973,0.9766,,,,,,,,
mspi_linear,mspi,4,2009,linear,linear,1.40766,1.56479,0.96423,0.98097,,,,,,,,
mspi_linear,mspi,4,2010,linear,linear,1.40766,1.56479,0.95763,0.98534,,,,,,,,
mspi_linear,mspi,4,2011,linear,linear,1.40766,1.56479,0.95863,0.97667,,,,,,,,
mspi_linear,mspi,4,2012,linear,linear,1.40766,1.56479,0.95645,0.98109,,,,,,,,
mspi_linear,mspi,4,2013,linear,linear,1.40766,1.56479,0.95404,0.9811,,,,,,,,
mspi_linear,mspi,4,2014,linear,linear,1.40766,1.56479,0.96198,0.98798,,,,,,,,
mspi_linear,mspi,4,2015,linear,linear,1.40766,1.56479,0.94956,0.98713,,,,,,,,
mspi_linear,mspi,4,2016,linear,linear,1.40766,1.56479,0.96277,0.979,,,,,,,,
mspi_linear,mspi,4,2017,linear,linear,1.40766,1.56479,0.95129,0.98461,,,,,,,,
mspi_linear,mspi,4,2018,linear,linear,1.40766,1.56479,0.9573,0.98163,,,,,,,,
mspi_linear,mspi,4,2019,linear,linear,1.40766,1.56479,0.96596,0.98159,,,,,,,,
mspi_linear,mspi,4,2020,linear,linear,1.40766,1.56479,0.95857,0.97722,,,,,,,,
mspi_linear,mspi,4,2021,linear,linear,1.40766,1.56479,0.94297,0.98574,,,,,,,,
mspi_linear,mspi,4,2022,linear,linear,1.40766,1.56479,0.96065,0.97289,,,,,,,,
mspi_linear,mspi,4,2023,linear,linear,1.40766,1.56479,0.96124,0.98335,,,,,,,,
mspi_linear,mspi,4,2024,linear,linear,1.40766,1.56479,0.94919,0.97715,,,,,,,,
mspi_linear,mspi,4,2025,linear,linear,1.40766,1.56479,0.94974,0.98601,,,,,,,,
mspi_linear,mspi,4,-1,linear,linear,1.40766,1.56479,0.95609,0.9817,,,,,,,,
mspi_poly2,mspi,4,1998,poly2,poly2,1.40766,1.56479,0.92916,0.95742,0.02517,-0.04437,,,,,,
mspi_poly2,mspi,4,1999,poly2,poly2,1.40766,1.56479,0.92618,0.95711,0.03118,-0.04405,,,,,,
mspi_poly2,mspi,4,2000,poly2,poly2,1.40766,1.56479,0.93016,0.95141,0.02826,-0.04628,,,,,,
mspi_poly2,mspi,4,2001,poly2,poly2,1.40766,1.56479,0.93412,0.9542,0.02103,-0.04666,,,,,,
mspi_poly2,mspi,4,2002,poly2,poly2,1.40766,1.56479,0.93,0.9618,0.0246,-0.04542,,,,,,
mspi_poly2,mspi,4,2003,poly2,poly2,1.40766,1.56479,0.92249,0.96054,0.02957,-0.04979,,,,,,
mspi_poly2,mspi,4,2004,poly2,poly2,1.40766,1.56479,0.92797,0.95048,0.02523,-0.04284,,,,,,
mspi_poly2,mspi,4,2005,poly2,poly2,1.40766,1.56479,0.93026,0.95101,0.02323,-0.0462,,,,,,
mspi_poly2,mspi,4,2006,poly2,poly2,1.40766,1.56479,0.93042,0.95002,0.02387,-0.04265,,,,,,
mspi_poly2,mspi,4,2007,poly2,poly2,1.40766,1.56479,0.93586,0.95383,0.02229,-0.04204,,,,,,
mspi_poly2,mspi,4,2008,poly2,poly2,1.40766,1.56479,0.91221,0.94979,0.03607,-0.04381,,,,,,
mspi_poly2,mspi,4,2009,poly2,poly2,1.40766,1.56479,0.93622,0.95462,0.02712,-0.04278,,,,,,
mspi_poly2,mspi,4,2010,poly2,poly2,1.40766,1.56479,0.93131,0.9566,0.02548,-0.04705,,,,,,
mspi_poly2,mspi,4,2011,poly2,poly2,1.40766,1.56479,0.92189,0.95204,0.03515,-0.03981,,,,,,
mspi_poly2,mspi,4,2012,poly2,poly2,1.40766,1.56479,0.92422,0.95357,0.03088,-0.04488,,,,,,
mspi_poly2,mspi,4,2013,poly2,poly2,1.40766,1.56479,0.92763,0.95426,0.02553,-0.04377,,,,,,
mspi_poly2,mspi,4,2014,poly2,poly2,1.40766,1.56479,0.92915,0.96022,0.03198,-0.04548,,,,,,
mspi_poly2,mspi,4,2015,poly2,poly2,1.40766,1.56479,0.91699,0.95944,0.03159,-0.04489,,,,,,
mspi_poly2,mspi,4,2016,poly2,poly2,1.40766,1.56479,0.9444,0.95187,0.01826,-0.04364,,,,,,
mspi_poly2,mspi,4,2017,poly2,poly2,1.40766,1.56479,0.92007,0.95691,0.03074,-0.04447,,,,,,
mspi_poly2,mspi,4,2018,poly2,poly2,1.40766,1.56479,0.9261,0.95456,0.03033,-0.04356,,,,,,
mspi_poly2,mspi,4,2019,poly2,poly2,1.40766,1.56479,0.94176,0.95198,0.02367,-0.04737,,,,,,
mspi_poly2,mspi,4,2020,poly2,poly2,1.40766,1.56479,0.93009,0.94797,0.02755,-0.04695,,,,,,
mspi_poly2,mspi,4,2021,poly2,poly2,1.40766,1.56479,0.91803,0.95791,0.0241,-0.04509,,,,,,
mspi_poly2,mspi,4,2022,poly2,poly2,1.40766,1.56479,0.92769,0.94233,0.03175,-0.04928,,,,,,
mspi_poly2,mspi,4,2023,poly2,poly2,1.40766,1.56479,0.93217,0.95613,0.02778,-0.04362,,,,,,
mspi_poly2,mspi,4,2024,poly2,poly2,1.40766,1.56479,0.91466,0.94827,0.03338,-0.04666,,,,,,
mspi_poly2,mspi,4,2025,poly2,poly2,1.40766,1.56479,0.92285,0.95765,0.02622,-0.0461,,,,,,
mspi_poly2,mspi,4,-1,poly2,poly2,1.40766,1.56479,0.92763,0.95405,0.02758,-0.04498,,,,,,
mspi_hinge,mspi,4,1998,hinge,hinge,1.40766,1.56479,0.99851,0.77214,0.88281,1.14004,,,,,,
mspi_hinge,mspi,4,1999,hinge,hinge,1.40766,1.56479,1.02139,0.77418,0.85166,1.13785,,,,,,
mspi_hinge,mspi,4,2000,hinge,hinge,1.40766,1.56479,1.01313,0.76593,0.86879,1.1367,,,,,,
mspi_hinge,mspi,4,2001,hinge,hinge,1.40766,1.56479,0.9891,0.75829,0.90124,1.14742,,,,,,
mspi_hinge,mspi,4,2002,hinge,hinge,1.40766,1.56479,0.99922,0.77577,0.8821,1.14635,,,,,,
mspi_hinge,mspi,4,2003,hinge,hinge,1.40766,1.56479,1.01349,0.76732,0.85062,1.15453,,,,,,
mspi_hinge,mspi,4,2004,hinge,hinge,1.40766,1.56479,1.00046,0.77107,0.87564,1.12735,,,,,,
mspi_hinge,mspi,4,2005,hinge,hinge,1.40766,1.56479,0.99338,0.75846,0.88895,1.14114,,,,,,
mspi_hinge,mspi,4,2006,hinge,hinge,1.40766,1.56479,0.9993,0.77179,0.88071,1.1259,,,,,,
mspi_hinge,mspi,4,2007,hinge,hinge,1.40766,1.56479,0.99275,0.78039,0.90272,1.1255,,,,,,
mspi_hinge,mspi,4,2008,hinge,hinge,1.40766,1.56479,1.02505,0.76819,0.82073,1.12949,,,,,,
mspi_hinge,mspi,4,2009,hinge,hinge,1.40766,1.56479,1.02195,0.77471,0.86629,1.13185,,,,,,
mspi_hinge,mspi,4,2010,hinge,hinge,1.40766,1.56479,1.00825,0.76319,0.87244,1.14864,,,,,,
mspi_hinge,mspi,4,2011,hinge,hinge,1.40766,1.56479,1.03023,0.77783,0.83593,1.12225,,,,,,
mspi_hinge,mspi,4,2012,hinge,hinge,1.40766,1.56479,1.01768,0.76775,0.85193,1.13775,,,,,,
