fg3m,fg3_miss,fg2m,fg2_miss,ftm,ft_miss,orb,drb,ast,tov,stl,blk,pf,season,share,gs_pct,age,pts,fga,fta,fg3a,usage,bigness,reb,stocks,creation,shotmix,efg,ts,p3r,ftr,fg3p,fg2p,ftp,astr,tovr,orbsh,q2,q3,m2,m3,xps,mpts,unast,russ,blkrim,loose,techflg,stolen,offoul,unastsh,russsh,blkrimsh,blk3sh,stolensh,Max_Shadow,Min_Shadow,Mean_Shadow,Median_Shadow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.05111819107881025,0.6873396747457192,-0.41402085562905344,-0.36459460684778816,-0.15353637405872222,-0.39062000822570764,-0.2545685560032465,-0.07266469309978138,1.5614441913512969,-0.39320985506716655,0.16304484099499242,0.07056996711076653,2.8227829646839626,0.5401361545416086,4.976061504976556,3.1175253504896685,6.60343162641416,3.044251202914059,-0.17978442628998864,0.08378942528831777,-0.166923545818849,0.7006003961525638,-0.4518031874856088,0.03689936157075308,-0.35298338968162507,1.3581219789720516,-0.27537672531701857,0.3290697296086162,0.1297728937624533,-0.1325055135508615,-0.4518031874856088,-0.4518031874856088,-0.049074024467076996,-0.17314362370803316,-0.13528470497393064,-0.4518031874856088,-0.07047235368436484,-0.26316075217512164,-0.41436485265513695,0.24916069941728344,-0.3489387949427642,-0.006613887043724051,0.04398940760171056,-0.13129184732772559,-0.4518031874856088,-0.2504196324842691,-0.05799656033197308,-0.2937829606448188,-0.40633450501828594,-0.2979071975753013,-0.34656311360737907,-0.25256200731974027,-0.35104949785570627,-0.3508223261216022,-0.13687008731537334,0.08870376171357763,-0.4518031874856088,-0.3040075629681375,-0.3152224649117729
-0.09957490835845328,0.5027668862523197,-0.32517694480147397,-0.08644213107417308,-0.301742404984602,-0.24433913444533453,-0.3286890295232574,-0.08254857609587789,1.691908401350271,-0.3663369020311117,0.12509218866610666,0.2365784943265539,2.4635901242310907,0.5202388389672784,5.150966455193591,2.8750539122144434,6.631167780659197,3.0601151584455386,-0.2750261883872567,-0.01285411678316362,-0.12443477998774664,1.004585372298947,-0.4253970988882113,0.10116717453240782,-0.23833155651970933,1.4650992141961188,-0.4253970988882113,0.27723591854516155,0.48200191941401205,-0.18868444667581435,-0.3430468621636997,-0.2872786405517171,-0.28197944302611694,-0.007731943467680327,-0.3692386280658298,-0.3550456903040745,-0.1370880748831521,-0.32726790442555004,-0.3196066606021837,0.27198641021860304,-0.3852592365503434,0.14807204296770954,-0.13332787143823707,-0.15161253627766882,-0.4253970988882113,-0.31312328528244016,-0.007554847614113116,-0.2882141551884553,-0.4253970988882113,-0.3379523467493196,-0.3613296974364923,-0.31142919560056714,-0.35948850131082877,-0.3243716500665086,-0.09398110382610252,-0.08940386122833362,-0.4253970988882113,-0.3115623364077717,-0.3146823840343111
0.09198813928443152,0.5894202295653324,-0.34569892580957867,-0.03591803808318684,-0.1783016345702569,-0.2598589148327187,-0.352289535414505,-0.16969170541353862,1.7520363008423687,-0.4115792537430311,0.08388870642179393,-0.07155794868484754,2.7623869282628135,0.6419287040047159,4.841592742619245,3.2542666230544843,6.469724690828443,3.22665161967791,-0.16294544997266883,-0.11462362206152157,-0.2581427301972114,1.1003387060476133,-0.2911840818827209,0.04866201054933673,-0.232156060602262,1.2591214128654846,-0.4115792537430311,0.2542702316351181,0.16990991367336808,-0.24145782664754806,-0.31032043616385857,-0.3460265133816511,-0.3188722584089847,-0.10457687114214138,-0.4115792537430311,-0.3345652488101055,-0.10150577134825492,-0.4115792537430311,-0.4115792537430311,0.46093904538837854,-0.25928005925481307,0.1593388279321207,-0.05311260580834162,-0.25138970934330424,-0.29481356780955387,-0.30223211558797697,0.00435404027276397,-0.24174860281272448,-0.33530706678234923,-0.22171660808710045,-0.4115792537430311,-0.2584234439927641,-0.31637291014817,-0.4115792537430311,0.09276688387531447,-0.0839835667084697,-0.4115792537430311,-0.3203352857735483,-0.33904476978527276
0.06671073297937015,0.7027796732862333,-0.40210276757996594,-0.22623206120494513,-0.21857737505032374,-0.25499317263069876,-0.20478134857554256,-0.24618084694061423,1.8678312685328953,-0.35991387845017364,0.039833775358823625,-0.16497795585833483,2.7853665476931098,0.5653467912800543,4.9773611629754395,3.0807935436016307,6.600542916397223,3.139434855869273,-0.06353302201191431,-0.028541381928538112,-0.17033208103287348,0.6460401748156497,-0.40210276757996594,0.11469830022439464,-0.10315471540342383,1.0206676246131483,-0.2898614177203876,0.05716861809047704,0.2605248807808926,-0.03582102811191163,-0.29871639657405,-0.3093936144172791,0.09434205147250727,-0.0737002952395782,-0.29252159555718077,-0.29180407559459914,-0.12384090719299948,-0.29755287322414536,-0.21345393128970025,0.362941100917804,-0.3387844594445685,-0.16661443696940006,0.029009707829613467,-0.21522483867398742,-0.40210276757996594,-0.2652836611709156,0.135789665835778,-0.3003387710908582,-0.3302358123363598,-0.3376257778120616,-0.3256520274129498,-0.22446356113735272,-0.40210276757996594,-0.2562759825794392,-0.02020371171917469,-0.1626893721487348,-0.40210276757996594,-0.32527609650687583,-0.32824295305012435
-0.020106982976831878,0.7124481373908109,-0.33748135283320674,-0.029759774874928577,-0.2879406189134945,-0.2592830333656786,-0.3323668543856465,-0.2181384057381875,1.8758572569600847,-0.361919069764067,0.19485230697146397,0.034022594021520684,2.5426975882411336,0.5730502969071437,5.090595349406739,2.9971509193086945,6.45546778877776,3.2756437266731973,-0.16423044514252688,0.0011600267080266317,-0.26286084820096206,1.0535655266488984,-0.2560411502223446,0.17485143764884495,-0.25439078856577557,1.2725762134139238,-0.31976905680769097,0.08900317997080309,0.19521705377114845,-0.1718679717103194,-0.25728513691139565,-0.2903653127822943,-0.17315408755211972,-0.07908032812868153,-0.4081123388751054,-0.4081123388751054,-0.12771358503771893,-0.25990209099778105,-0.3693529904460458,0.4014670272552544,-0.3529321717476462,-0.00791385281704824,-0.04700933445657682,-0.1828239161723003,-0.2978820775727669,-0.4081123388751054,0.02446142740822001,-0.2919513339716103,-0.3571816370809133,-0.4081123388751054,-0.34838521489528634,-0.4081123388751054,-0.4081123388751054,-0.2581525678197159,-0.01478513115859083,-0.08563824622844705,-0.4081123388751054,-0.3186070309305976,-0.3373060782299369
0.07027791905236531,0.4190956919995263,-0.3585367796881112,-0.09937321745392136,-0.24737482470903502,-0.1766169424940255,-0.20746926312716243,-0.11820515847505128,1.7385432585429692,-0.41715398898933326,0.11571160522772796,-0.1457552285640392,2.582775806919832,0.6886473942918881,5.25744822415782,2.927651364149044,6.551209364783692,3.0044127179038282,-0.180316755074707,-0.1765804915297691,-0.3675137204983213,0.9626934786618091,-0.41715398898933326,0.30336414934927974,-0.2600509396841572,1.1495502169163263,-0.3586858001566754,-0.118306107262622,0.4053027539697494,0.2762468056839765,-0.41715398898933326,-0.41715398898933326,-0.3273730440849087,-0.04305585181032467,-0.3578159542989836,-0.2282726476490864,-0.08381265052677,-0.2161343828741254,-0.2898412376618067,0.2466570248511524,-0.3400607784245921,-0.051992531084014935,0.18116753072547123,-0.2128366411954937,-0.28944552011271896,-0.41715398898933326,0.06406229769328166,-0.20948566897390927,-0.3368176740126873,-0.3212492644820369,-0.2238742676819944,-0.3309761708175381,-0.3499658238008024,-0.3176293244386504,0.040495485194954085,-0.09722466671728974,-0.41715398898933326,-0.31916579059054534,-0.32439101033363493
-0.12139561500599771,0.6094427695244853,-0.3958736013887033,-0.026237565700271283,-0.31838960083908946,-0.31411143063195557,-0.36048315703242717,-0.21468283834426197,1.7195935154985207,-0.31672077058241316,0.009202129638833545,0.13394445830074067,2.5290889052342997,0.7855555429472971,5.214848079200032,2.904110558665608,6.62104704099011,2.9258818673779,-0.2239760736350314,-0.08554043528361673,-0.28384947126305143,1.034497507723779,-0.3136500654046321,0.0027712045913017534,-0.1367096445455348,1.2596418907269122,-0.3984437320298382,0.04501303157635077,0.3569440335779377,-0.2302487953079954,-0.38142053563889355,-0.30907021749318214,-0.19116700807148987,-0.1385716536276511,-0.3185793545572407,-0.3909842794225355,-0.2083429513890277,-0.45900637631640384,-0.3765323373756897,0.317936552078481,-0.3526087937486056,0.05848484934057749,0.15080753114585804,-0.21341902526050507,-0.45900637631640384,-0.2802320189676573,-0.03489773837656064,-0.34007746494185565,-0.3848476051999399,-0.26923550555975595,-0.3360507720299011,-0.2514744105955676,-0.40395027902430103,-0.2956809697056874,-0.027753397482554367,0.022365252339311067,-0.41706198904113984,-0.3002834472735054,-0.3245231319686717
-0.10088912311871097,0.7630647312467401,-0.3704094668725219,0.028657542158791967,-0.13706786856618994,-0.2648758800480616,-0.27152982316092367,-0.13393742490714577,1.639259156063406,-0.417602110724232,0.11680450363071129,-0.17031057440816016,2.7001382877724907,0.6392533428203374,4.901323485786627,2.946622543089792,6.671078428878005,3.186128193631714,-0.16758463353615663,-0.114917614920242,-0.22273632280834288,1.020680826529102,-0.417602110724232,0.017163943777329736,-0.18948325315709694,1.3795563928775787,-0.363451695099757,0.1896164172882857,0.016056564574128865,-0.2093100580532198,-0.32273298771752107,-0.2961020377887145,-0.15601737658484277,-0.09138455641858417,-0.29321655619271625,-0.34890988290067304,-0.06813925755106781,-0.36412460847850675,-0.3492282006888249,0.398869446134156,-0.2985720794360042,0.08486626368150896,-0.08312805515512586,-0.22995744953150848,-0.3662292774047085,-0.31786210616740257,0.06145432959472554,-0.3152457080051508,-0.417602110724232,-0.2715495988101186,-0.417602110724232,-0.34139054252649526,-0.35012677795935593,-0.27934120180782734,-0.11290152787783864,-0.08137795539053182,-0.417602110724232,-0.31122768052689054,-0.3269463724464916
-0.06554512689276375,0.4521709027242387,-0.4380188754479032,-0.17372165223977348,-0.22314676916701098,-0.29140887939540105,-0.2448975313950307,-0.23428515014207296,1.6240152693516616,-0.4380188754479032,0.068003494646943,0.044349619266371036,2.7520057802636884,0.7205206598473609,5.068483409579914,2.9147625101331975,6.609355724857459,2.9846138845038355,-0.1772628779691326,-0.12665432040285135,-0.10078196713137806,1.1119575642424624,-0.31600159319501814,0.21326805632561527,-0.3368671309594071,1.5015203606777996,-0.33721387993223506,-0.00022274776335184178,0.14793154363324595,-0.06339424043204663,-0.38256448147466243,-0.34425776392052715,-0.0880799456794004,-0.1209333448083959,-0.29172459121072697,-0.4380188754479032,-0.18107761149243753,-0.4380188754479032,-0.3172293038132875,0.11707566137835416,-0.3059452547608467,0.011509432975493832,0.12246530383638182,-0.2792691314641721,-0.3549020630166116,-0.2769319373467841,-0.03834403093985811,-0.3127020713156615,-0.4380188754479032,-0.2875741968911431,-0.28643827655518944,-0.3873228967818478,-0.28993801168348615,-0.4380188754479032,-0.12717997023037533,-0.06266169821877857,-0.4380188754479032,-0.2994923122755223,-0.3206928282711371
