system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,o2,o3,d0,d1,d2,d3,o4,d4,o5,d5
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,2021,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.24678,3.36785,-0.01265,-0.19885,1.07527,-2.77334,-0.10818,0.10383,1.0612,-0.72312,,
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,2022,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.21961,3.53505,-0.00243,-0.2025,1.02103,-2.6553,-0.12266,0.11023,1.12477,-0.61266,,
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,2023,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.27346,3.34293,0.02132,-0.21869,1.06649,-2.81968,-0.1132,0.11314,1.02059,-0.69639,,
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,2024,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.20914,3.30267,-0.01099,-0.20975,1.10183,-2.7958,-0.12868,0.09919,1.1627,-0.82014,,
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,2025,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.23923,3.33162,-0.00444,-0.19436,1.10882,-2.79584,-0.11464,0.10442,1.08753,-0.8116,,
mspi1_lam05_linear+sat&age2&xsat3000,mspi1_lam05,3,-1,linear+sat&age2&xsat3000,linear+sat&age2&xsat3000,1.589,1.81189,0.23693,3.39484,0.00529,-0.21226,1.05725,-2.8339,-0.1105,0.10211,1.09192,-0.69248,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,1998,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.39774,3.27628,-0.00313,-0.23251,0.95506,-2.83137,-0.11893,0.09642,0.2362,-0.13936,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,1999,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36297,3.23442,0.00962,-0.21532,0.96503,-2.8836,-0.10793,0.0971,0.26083,-0.14867,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2000,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.384,3.22856,-0.00085,-0.20599,0.99167,-2.8629,-0.10692,0.1082,0.24619,-0.17125,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2001,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.37406,3.21341,0.01277,-0.23016,0.99705,-2.83794,-0.10551,0.09883,0.25186,-0.17196,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2002,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.41156,3.15028,0.0271,-0.2165,0.99165,-2.86591,-0.11416,0.11768,0.22574,-0.16664,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2003,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.35808,3.10156,0.00027,-0.21683,0.96278,-3.00282,-0.10755,0.09604,0.27118,-0.147,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2004,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.37005,3.30913,0.01099,-0.20444,0.96345,-2.92455,-0.10128,0.10321,0.25128,-0.15308,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2005,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.41569,3.12855,0.02087,-0.21447,1.02186,-2.81278,-0.11854,0.11133,0.22577,-0.1974,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2006,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.38714,3.21354,0.02374,-0.21795,0.98613,-2.91365,-0.0976,0.09778,0.24269,-0.16913,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2007,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36794,3.29277,-0.00219,-0.2037,0.9853,-2.83088,-0.1158,0.11518,0.25981,-0.16467,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2008,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.31784,3.30301,0.01913,-0.20215,0.98656,-2.87597,-0.10028,0.10213,0.28226,-0.16877,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2009,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.37431,3.19923,0.00904,-0.20812,1.00738,-2.84591,-0.11904,0.0956,0.2571,-0.18523,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2010,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36151,3.32772,0.0196,-0.22335,0.96216,-2.86499,-0.1175,0.10582,0.25878,-0.14518,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2011,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.32772,3.30883,0.01273,-0.21349,0.99394,-2.81521,-0.11007,0.10181,0.28324,-0.17237,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2012,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.33487,3.23807,0.01126,-0.20656,1.00358,-2.87358,-0.10882,0.10013,0.27872,-0.17873,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2013,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.34625,3.35448,0.01284,-0.22447,0.98094,-2.87091,-0.10129,0.08898,0.26494,-0.15775,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2014,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.40533,3.18419,0.00403,-0.21748,1.02658,-2.77635,-0.09428,0.08835,0.23617,-0.18636,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2015,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.32516,3.31028,-0.01327,-0.19621,0.93063,-2.88627,-0.11364,0.09675,0.2826,-0.11969,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2016,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.39222,3.23297,0.0178,-0.21228,0.97537,-2.81161,-0.10767,0.10532,0.2422,-0.15385,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2017,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.35488,3.30164,0.01146,-0.22295,1.02108,-2.93673,-0.10008,0.09293,0.26293,-0.19159,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2018,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.37464,3.34123,0.00078,-0.20785,0.96868,-3.01699,-0.11389,0.10276,0.25383,-0.15453,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2019,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.40355,3.24982,0.00341,-0.20161,0.96494,-2.85098,-0.11615,0.10767,0.23846,-0.1488,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2020,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36572,3.3115,0.0063,-0.21149,0.98565,-2.88592,-0.1008,0.09217,0.2586,-0.16805,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2021,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36999,3.23359,-0.01054,-0.19778,0.99871,-2.80132,-0.10757,0.10348,0.2521,-0.17066,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2022,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.35326,3.38684,-0.00014,-0.2015,0.95948,-2.67651,-0.12226,0.10998,0.26526,-0.14714,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2023,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.39612,3.20949,0.02347,-0.21788,0.99591,-2.8446,-0.11281,0.11297,0.23977,-0.16677,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2024,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.34723,3.15169,-0.00868,-0.20876,1.01385,-2.82743,-0.12822,0.099,0.27426,-0.19266,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,2025,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.37138,3.18601,-0.00181,-0.19382,1.01782,-2.82969,-0.11377,0.10397,0.25459,-0.18756,,
mspi1_lam05_linear+sat&age2&xlog,mspi1_lam05,3,-1,linear+sat&age2&xlog,linear+sat&age2&xlog,1.589,1.81189,0.36973,3.24905,0.00778,-0.21162,0.98613,-2.85915,-0.11005,0.10184,0.25559,-0.16513,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,1998,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76531,2.81211,0.00865,-0.26119,0.77615,-2.94673,-0.11273,0.09554,0.02104,-0.00324,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,1999,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76865,2.71134,0.02647,-0.24397,0.77468,-3.00597,-0.10075,0.09626,0.00819,-0.00117,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2000,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76888,2.71241,0.01982,-0.23009,0.77209,-3.00589,-0.09712,0.11038,-0.00679,0.01367,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2001,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76562,2.72167,0.02275,-0.26209,0.77686,-2.98413,-0.09492,0.10065,0.02417,0.01201,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2002,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76344,2.67339,0.04895,-0.23683,0.77891,-3.00226,-0.10542,0.11736,-0.01237,0.00115,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2003,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77962,2.54693,0.0175,-0.24474,0.77465,-3.13431,-0.09856,0.09793,0.0088,0.01224,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2004,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.75991,2.81262,0.02654,-0.23211,0.76744,-3.05717,-0.09092,0.10767,0.00978,0.02276,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2005,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76803,2.65502,0.04043,-0.23397,0.76999,-2.97073,-0.10831,0.1119,-0.00873,0.00491,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2006,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76485,2.71613,0.04205,-0.24236,0.77017,-3.05068,-0.08904,0.09731,-0.0001,-0.0011,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2007,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77223,2.76054,0.01346,-0.23413,0.77441,-2.96899,-0.10695,0.11612,0.01244,0.00776,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2008,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.75656,2.73111,0.03772,-0.23203,0.77047,-3.01671,-0.09207,0.10214,0.00593,0.00102,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2009,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77496,2.67009,0.02767,-0.23385,0.7698,-2.99812,-0.10934,0.09747,-0.00115,0.01036,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2010,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76387,2.80831,0.03325,-0.25417,0.77571,-2.98835,-0.10918,0.10874,0.01491,0.01573,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2011,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76901,2.73788,0.03003,-0.24452,0.77306,-2.95956,-0.10174,0.10194,0.00939,0.0023,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2012,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76944,2.67172,0.03082,-0.23517,0.77457,-3.02464,-0.099,0.10068,0.00195,0.00425,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2013,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.75854,2.83018,0.02648,-0.25599,0.77928,-2.99908,-0.09476,0.08542,0.01988,-0.01567,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2014,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77341,2.69985,0.02216,-0.24202,0.78739,-2.92993,-0.08431,0.08917,9e-05,0.0052,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2015,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76389,2.74941,0.004,-0.22767,0.7767,-2.99406,-0.10696,0.09839,0.01317,0.00991,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2016,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76908,2.74508,0.03237,-0.23817,0.77761,-2.94514,-0.09738,0.10831,0.0095,0.02028,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2017,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76305,2.77758,0.02699,-0.25316,0.7759,-3.09527,-0.09031,0.09138,0.01336,-0.00452,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2018,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76913,2.82678,0.01829,-0.23485,0.77063,-3.14716,-0.10632,0.10342,0.00542,0.00257,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2019,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77626,2.75114,0.02376,-0.22415,0.77371,-2.9758,-0.10771,0.10892,-0.00532,0.00987,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2020,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76766,2.80191,0.02026,-0.24249,0.77025,-3.02484,-0.09271,0.09267,0.01601,0.00238,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2021,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76256,2.72995,0.00477,-0.22714,0.78059,-2.93927,-0.09986,0.10083,0.01226,-0.01043,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2022,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76718,2.83368,0.02061,-0.22911,0.77057,-2.79757,-0.11462,0.11025,0.00071,0.00441,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2023,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.77042,2.72026,0.04186,-0.24353,0.7822,-2.98058,-0.10363,0.11221,0.00183,0.0017,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2024,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.7751,2.58803,0.01009,-0.23763,0.76661,-2.9855,-0.11844,0.10046,0.00399,0.007,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,2025,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76847,2.66251,0.01689,-0.22095,0.77734,-2.98357,-0.10442,0.10321,0.0026,-0.00212,,
mspi1_lam05_linear+sat&age2&xage,mspi1_lam05,3,-1,linear+sat&age2&xage,linear+sat&age2&xage,1.589,1.81189,0.76767,2.73063,0.02485,-0.23921,0.77455,-2.99687,-0.1013,0.10236,0.0065,0.00474,,
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,1998,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.04124,3.54054,-0.00253,-0.23328,1.19788,-2.78674,-0.1183,0.10094,1.41078,-0.86063,-0.00749,0.0162
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,1999,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.172,3.56257,0.0134,-0.21174,1.24942,-2.8265,-0.1077,0.10267,1.64584,-0.96963,-0.02209,0.02139
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2000,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.13687,3.53534,0.00744,-0.19843,1.32323,-2.80114,-0.10549,0.11756,1.5835,-1.12606,-0.03608,0.03957
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2001,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.15181,3.55954,0.01094,-0.23029,1.34237,-2.76959,-0.10439,0.10856,1.60485,-1.15545,-0.00649,0.03899
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2002,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.07431,3.43126,0.03656,-0.20861,1.31194,-2.80234,-0.11385,0.12472,1.46651,-1.08928,-0.03643,0.02568
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2003,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.18068,3.43812,0.00495,-0.21337,1.26258,-2.94798,-0.10648,0.10443,1.67945,-0.99763,-0.02213,0.03493
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2004,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.16986,3.65235,0.01359,-0.201,1.29512,-2.85706,-0.09992,0.11487,1.62744,-1.07906,-0.01899,0.04743
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2005,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.11775,3.45903,0.02871,-0.20487,1.41149,-2.73473,-0.11795,0.1201,1.54918,-1.31162,-0.0359,0.03415
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2006,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.09057,3.49456,0.02963,-0.21299,1.30299,-2.85056,-0.09748,0.10406,1.49691,-1.08894,-0.0263,0.02354
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2007,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.15375,3.62033,-0.00051,-0.2017,1.32968,-2.75871,-0.11582,0.12357,1.61888,-1.13461,-0.01554,0.03352
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2008,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.3256,3.71858,0.02322,-0.19555,1.32327,-2.80316,-0.10026,0.10878,1.89375,-1.12888,-0.02826,0.02694
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2009,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.2216,3.57599,0.01416,-0.20009,1.29688,-2.7994,-0.11698,0.10386,1.74354,-1.07641,-0.03221,0.03433
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2010,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.19925,3.69289,0.01836,-0.22089,1.28713,-2.7951,-0.11706,0.11541,1.68509,-1.04463,-0.01347,0.03965
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2011,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.22149,3.63642,0.01609,-0.21062,1.32852,-2.74766,-0.10964,0.109,1.73248,-1.13455,-0.02191,0.02808
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2012,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.23571,3.58207,0.0168,-0.20121,1.35798,-2.80172,-0.10821,0.10808,1.75822,-1.19129,-0.02909,0.03148
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2013,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.2173,3.72119,0.01143,-0.22344,1.26723,-2.81166,-0.10198,0.09162,1.70669,-0.99659,-0.01012,0.00737
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2014,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.11673,3.50757,0.00878,-0.21094,1.37789,-2.70791,-0.0939,0.09656,1.5579,-1.20569,-0.02803,0.03224
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2015,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.225,3.64687,-0.01078,-0.19401,1.17405,-2.83644,-0.11285,0.10355,1.7315,-0.81104,-0.01812,0.02818
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2016,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.10747,3.54525,0.0195,-0.20902,1.31356,-2.74248,-0.10622,0.11545,1.53411,-1.09443,-0.01765,0.045
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2017,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.14779,3.60817,0.01367,-0.22178,1.37092,-2.86994,-0.0994,0.09871,1.59416,-1.2152,-0.01481,0.0229
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2018,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.09665,3.61372,0.00576,-0.20566,1.30666,-2.94296,-0.11383,0.10979,1.5156,-1.09482,-0.02116,0.02798
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2019,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.13859,3.58836,0.00971,-0.19398,1.275,-2.78742,-0.1156,0.11548,1.59952,-1.02314,-0.03174,0.03171
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2020,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.15016,3.63856,0.00668,-0.21068,1.33768,-2.81242,-0.10058,0.09918,1.60595,-1.15861,-0.01217,0.02835
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2021,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.11475,3.52909,-0.00856,-0.19698,1.32407,-2.73302,-0.10818,0.10797,1.53449,-1.10994,-0.01435,0.01467
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2022,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.18928,3.71451,0.00626,-0.19651,1.24622,-2.62058,-0.12196,0.11651,1.67279,-0.97114,-0.02912,0.02615
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2023,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.10459,3.51185,0.02873,-0.21338,1.31314,-2.78085,-0.11248,0.11934,1.53019,-1.08448,-0.02543,0.02599
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2024,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.2019,3.48445,-0.00364,-0.20486,1.42275,-2.74015,-0.1284,0.10823,1.70818,-1.34004,-0.02567,0.03667
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,2025,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.15534,3.50718,0.00261,-0.18894,1.44535,-2.73264,-0.11487,0.11176,1.61578,-1.36357,-0.02573,0.02741
mspi1_lam05_linear+sat&age2&xsat&xage,mspi1_lam05,3,-1,linear+sat&age2&xsat&xage,linear+sat&age2&xsat&xage,1.589,1.81189,-0.15941,3.57557,0.01149,-0.20766,1.31392,-2.79292,-0.10959,0.1093,1.62187,-1.10168,-0.02234,0.02965
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,1998,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.28207,2.61123,-0.55315,0.00542,0.94383,-2.67277,0.60723,-0.1658,-0.25008,0.13771,0.32979,-0.12245
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,1999,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.24588,2.58509,-0.54774,0.01762,0.95528,-2.65025,0.59568,-0.14927,-0.23251,0.1363,0.35494,-0.13325
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2000,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.2655,2.62019,-0.56009,0.0087,0.98149,-2.63969,0.59396,-0.14888,-0.22548,0.14848,0.34309,-0.15576
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2001,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.26116,2.54834,-0.53869,0.02105,0.98619,-2.65361,0.59989,-0.14941,-0.24731,0.13964,0.34295,-0.15568
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2002,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.30014,2.49556,-0.52672,0.03419,0.97925,-2.56619,0.57117,-0.15174,-0.23186,0.15277,0.31495,-0.15046
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2003,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.24719,2.48788,-0.52925,0.00798,0.95042,-2.73178,0.61194,-0.14965,-0.23317,0.13315,0.36189,-0.12989
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2004,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25856,2.56123,-0.53487,0.01686,0.95428,-2.69861,0.60859,-0.14337,-0.21894,0.1432,0.33967,-0.13681
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2005,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.29893,2.55611,-0.54822,0.03106,1.01422,-2.59012,0.58387,-0.16013,-0.23428,0.14893,0.32139,-0.18321
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2006,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.26743,2.62728,-0.56343,0.03378,0.97837,-2.66945,0.59984,-0.13921,-0.23899,0.13754,0.34071,-0.15533
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2007,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25884,2.56848,-0.5403,0.00532,0.981,-2.66542,0.60601,-0.16232,-0.22068,0.15728,0.34856,-0.15307
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2008,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.20032,2.62905,-0.55607,0.02742,0.97766,-2.6666,0.60125,-0.14355,-0.21932,0.14173,0.37677,-0.15441
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2009,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25639,2.51534,-0.52751,0.0157,1.00423,-2.69091,0.61201,-0.16624,-0.22257,0.13828,0.34962,-0.17447
