system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,d0,d1,o2,d2,o3,d3,o4,d4
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2007,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.5718,2.37129,1.23979,-2.52579,-0.41639,0.55972,0.26317,-0.25805,-0.70349,0.36941
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2008,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.49026,2.45293,1.2173,-2.5418,-0.43803,0.5629,0.29821,-0.25191,-0.6768,0.40135
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2009,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.53695,2.32045,1.25367,-2.56295,-0.40523,0.56902,0.27834,-0.27057,-0.66658,0.3829
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2010,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.54292,2.45303,1.18734,-2.56806,-0.43181,0.56896,0.27778,-0.22443,-0.72019,0.38111
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2011,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.51414,2.41762,1.21931,-2.52153,-0.42571,0.56077,0.29274,-0.25617,-0.70105,0.44715
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2012,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.52141,2.37167,1.22562,-2.55413,-0.41852,0.56455,0.28973,-0.25454,-0.69722,0.39707
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2013,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.52622,2.40745,1.22843,-2.58072,-0.41883,0.57519,0.27669,-0.25211,-0.69193,0.40299
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2014,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.63215,2.25596,1.27929,-2.44587,-0.38833,0.54196,0.2305,-0.27456,-0.71253,0.3606
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2015,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.51089,2.46888,1.15407,-2.58895,-0.44638,0.57392,0.29217,-0.20125,-0.69728,0.38316
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2016,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.5799,2.34584,1.19149,-2.52186,-0.41159,0.56088,0.25485,-0.23017,-0.67659,0.4042
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2017,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.56026,2.36918,1.25342,-2.56612,-0.41084,0.56395,0.26608,-0.27446,-0.71716,0.41955
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2018,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.56882,2.48479,1.18378,-2.63833,-0.4473,0.57727,0.26418,-0.23295,-0.69469,0.4265
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2019,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.61354,2.34094,1.18523,-2.5437,-0.41149,0.56276,0.24057,-0.23027,-0.69178,0.43139
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2020,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.5703,2.30648,1.2267,-2.56046,-0.39235,0.56639,0.25767,-0.2518,-0.69847,0.3494
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2021,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.57058,2.36912,1.22431,-2.46126,-0.42199,0.54331,0.25697,-0.25132,-0.69722,0.41472
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2022,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.55068,2.58136,1.18918,-2.32988,-0.47333,0.50849,0.27703,-0.23112,-0.71004,0.38479
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2023,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.6092,2.2842,1.22433,-2.50993,-0.39276,0.55366,0.2425,-0.24647,-0.71129,0.36861
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2024,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.56991,2.17136,1.25211,-2.47273,-0.3659,0.54304,0.26118,-0.27349,-0.71139,0.39777
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,2025,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.57429,2.27139,1.27879,-2.48213,-0.39583,0.54529,0.25416,-0.28118,-0.67585,0.36521
ship_rapm1_linear+log2&xlog&prior,ship_rapm1,3,-1,linear+log2&xlog&prior,linear+log2&xlog&prior,1.34613,1.50567,0.56909,2.35971,1.21703,-2.52693,-0.41419,0.55793,0.26205,-0.24776,-0.70186,0.39727
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,1998,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.72505,4.0115,1.18345,-2.79748,0.18575,-0.23378,-0.74728,0.39895,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,1999,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66461,3.96589,1.2013,-2.82753,0.21915,-0.24657,-0.71395,0.38512,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2000,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.69413,3.92245,1.24583,-2.80417,0.20206,-0.27253,-0.70959,0.35205,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2001,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66251,3.97859,1.22804,-2.76834,0.21741,-0.26956,-0.70818,0.45391,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2002,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.70397,3.88006,1.25496,-2.81612,0.19386,-0.27517,-0.69222,0.35565,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2003,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66334,3.84246,1.20715,-2.94497,0.22643,-0.25042,-0.71707,0.38291,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2004,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.65126,4.00505,1.2114,-2.85314,0.2157,-0.26011,-0.66889,0.39457,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2005,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.74044,3.8501,1.27222,-2.75225,0.17897,-0.29628,-0.71952,0.39871,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2006,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.70457,3.93422,1.24426,-2.83213,0.19754,-0.27499,-0.71303,0.35198,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2007,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66444,4.01125,1.25327,-2.78422,0.21848,-0.27501,-0.70252,0.35168,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2008,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.59801,4.02698,1.23388,-2.79444,0.24462,-0.27051,-0.67829,0.38434,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2009,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.63827,3.90352,1.26597,-2.80458,0.23008,-0.28708,-0.66398,0.36701,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2010,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.64943,4.09595,1.20501,-2.82267,0.22612,-0.24418,-0.71857,0.36601,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2011,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.6228,4.02699,1.23625,-2.7446,0.23998,-0.27487,-0.70044,0.42905,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2012,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.62538,3.94981,1.24438,-2.81817,0.23906,-0.27406,-0.6975,0.38053,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2013,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.62701,4.08348,1.24362,-2.79328,0.2292,-0.27063,-0.68971,0.38432,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2014,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.72263,3.87769,1.29528,-2.6876,0.18897,-0.29271,-0.70855,0.34322,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2015,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.62338,3.99136,1.17428,-2.8358,0.23457,-0.22254,-0.70076,0.36714,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2016,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.68485,3.92329,1.20963,-2.75533,0.20403,-0.24939,-0.67378,0.38409,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2017,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.65343,4.04995,1.27448,-2.86958,0.22278,-0.29538,-0.71461,0.40264,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2018,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.67916,4.05406,1.20178,-2.99292,0.20815,-0.25246,-0.69908,0.41488,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2019,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.71398,3.92536,1.20269,-2.79918,0.19195,-0.24958,-0.69103,0.4159,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2020,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66156,4.0086,1.24208,-2.81956,0.2168,-0.2695,-0.69107,0.33188,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2021,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.67382,3.90566,1.24079,-2.7219,0.20542,-0.26952,-0.69755,0.39939,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2022,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.67259,4.09499,1.20866,-2.63682,0.21294,-0.24955,-0.71663,0.36921,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2023,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.70091,3.93593,1.24059,-2.78919,0.20047,-0.26467,-0.70853,0.35225,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2024,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.65275,3.82824,1.27117,-2.7773,0.225,-0.29249,-0.70461,0.37921,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,2025,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66617,3.85602,1.29511,-2.77793,0.21036,-0.29872,-0.67316,0.34956,,
ship_rapm1_linear+sat&xlog&prior,ship_rapm1,3,-1,linear+sat&xlog&prior,linear+sat&xlog&prior,1.34613,1.50567,0.66926,3.96201,1.23523,-2.80058,0.21379,-0.26719,-0.70069,0.38015,,
