season,side,component,n_tg,att,p,tau2,tau2_plain,tau2_half,tau2_mom,bias_exact,k_loo,k_half,k_mom,k,shrink_mean
2013,def,fg3,2458,48766.0,0.3588360743140713,8.379700297708169e-05,4.7754559566889796e-05,3.0262685144366052e-05,4.85486516816368e-05,-0.00014472663570758601,2604.125017549818,7210.7901465888335,4494.8286778241145,4494.8286778241145,0.004787440620792688
2013,def,fg2,2458,151586.0,0.4830459277241962,0.0002590106327240445,0.00024054789541538162,0.00024228565217259448,0.00023784972302510595,-5.071781853010631e-05,947.0543586867813,1012.4295288141439,1031.3114749418285,1031.3114749418285,0.05743896641144676
2013,def,ft,2458,52790.0,0.7513733661678348,5.2029036523113357e-05,4.969754045754177e-05,6.0447509583135806e-05,6.914481441220192e-05,-0.00012946146749953796,3392.1151521057627,2919.698170472772,2552.4471305598327,2552.4471305598327,0.0092599459956591
2014,off,fg3,2460,52956.0,0.359713724601556,0.000248073760457319,0.00021592213959137533,0.0002140766278312236,0.00020157612768753884,-0.00012517012592193238,886.1220397250034,1026.8455218380902,1090.5241068993935,1090.5241068993935,0.020792535672249205
2014,off,fg2,2460,151149.0,0.48760494611277616,0.00042404907658611014,0.00040660140972219284,0.0003869462615394337,0.00040095823352377457,-5.0534326547860774e-05,578.4221599672395,633.8848754739934,611.7329993586665,611.7329993586665,0.0926627139763873
2014,off,ft,2459,56555.0,0.7542569180443816,0.0008191671359504351,0.0008160963146303383,0.0008297938379586701,0.0007890790365991854,-0.0001104125338938337,214.27008675619538,211.52605051842548,222.4403451958402,222.4403451958402,0.10201608132795044
2014,def,fg3,2460,52956.0,0.359713724601556,3.27418928803413e-05,2.78466761775031e-06,2.4366536269176205e-05,1.8451109655640502e-06,-0.00012943275838522202,6713.833785421632,9021.53774300574,119138.43162895698,119138.43162895698,0.00019459354494590436
2014,def,fg2,2460,151149.0,0.48760494611277616,0.0002576565205249002,0.00024103689432141792,0.0002334470669866913,0.0002396854195312852,-5.2324570747310215e-05,951.9626451190362,1050.6852194679082,1023.3387716729087,1023.3387716729087,0.05757021151311778
2014,def,ft,2459,56555.0,0.7542569180443816,6.005970669637821e-07,-1.3724069399638215e-06,2.214349679004465e-05,2.2645973261730635e-05,-0.00012343387152754178,292247.5365643243,7926.616782893841,7750.738343603879,7750.738343603879,0.003280098531689784
2015,off,fg3,2460,54918.0,0.3503222986998798,0.0002547541992493696,0.000224527373844871,0.00018182563828163261,0.00021006330507977806,-0.00011893602588452495,854.1389267977783,1196.7260525000706,1035.8566826388135,1035.8566826388135,0.022806042355654723
2015,off,fg2,2460,149963.0,0.48515967271927074,0.000295530760957885,0.0002796272340031196,0.00027119461840257653,0.000274555906695908,-4.935187117820873e-05,830.5735600358635,905.106589779461,894.0256983826773,894.0256983826773,0.0649869232286786
2015,off,ft,2460,54792.0,0.7497262374069207,0.0006180974048874098,0.0006131535607037388,0.0005020040421917318,0.0005984747151663006,-0.00011945721880676641,286.95226290304254,353.3127905754971,296.36080611635424,296.36080611635424,0.07644732995878857
