system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,d0,d1,o2,d2,o3,d3,o4,d4
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2004,linear+sat&prior,linear+sat,1.76706,1.49717,1.03964,3.26091,0.87699,-3.13081,-0.79469,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2005,linear+sat&prior,linear+sat,1.76706,1.49717,1.0583,3.16041,0.88193,-3.06397,-0.833,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2006,linear+sat&prior,linear+sat,1.76706,1.49717,1.05981,3.20872,0.87816,-3.11693,-0.83851,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2007,linear+sat&prior,linear+sat,1.76706,1.49717,1.05758,3.21828,0.88614,-3.07391,-0.82529,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2008,linear+sat&prior,linear+sat,1.76706,1.49717,1.04265,3.20046,0.88021,-3.08864,-0.80703,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2009,linear+sat&prior,linear+sat,1.76706,1.49717,1.05914,3.15228,0.88265,-3.10166,-0.81918,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2010,linear+sat&prior,linear+sat,1.76706,1.49717,1.05727,3.27396,0.88927,-3.08586,-0.83641,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2011,linear+sat&prior,linear+sat,1.76706,1.49717,1.06072,3.20839,0.88445,-3.0501,-0.83399,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2012,linear+sat&prior,linear+sat,1.76706,1.49717,1.05693,3.15472,0.88366,-3.11356,-0.82666,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2013,linear+sat&prior,linear+sat,1.76706,1.49717,1.04657,3.27759,0.88894,-3.08063,-0.82272,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2014,linear+sat&prior,linear+sat,1.76706,1.49717,1.06289,3.15983,0.89682,-2.98449,-0.83265,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2015,linear+sat&prior,linear+sat,1.76706,1.49717,1.04847,3.1716,0.89107,-3.09506,-0.82187,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2016,linear+sat&prior,linear+sat,1.76706,1.49717,1.04408,3.16507,0.88797,-3.02766,-0.774,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2017,linear+sat&prior,linear+sat,1.76706,1.49717,1.05509,3.25174,0.88433,-3.1792,-0.83701,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2018,linear+sat&prior,linear+sat,1.76706,1.49717,1.05337,3.29046,0.88112,-3.2682,-0.81593,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2019,linear+sat&prior,linear+sat,1.76706,1.49717,1.05771,3.2042,0.88573,-3.07392,-0.81198,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2020,linear+sat&prior,linear+sat,1.76706,1.49717,1.05526,3.25094,0.87856,-3.1,-0.82426,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2021,linear+sat&prior,linear+sat,1.76706,1.49717,1.04621,3.17136,0.89163,-3.01838,-0.82654,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2022,linear+sat&prior,linear+sat,1.76706,1.49717,1.05359,3.27717,0.88344,-2.91195,-0.8147,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2023,linear+sat&prior,linear+sat,1.76706,1.49717,1.06479,3.20271,0.89008,-3.06934,-0.83842,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2024,linear+sat&prior,linear+sat,1.76706,1.49717,1.06117,3.03329,0.88078,-3.08674,-0.83569,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,2025,linear+sat&prior,linear+sat,1.76706,1.49717,1.0452,3.12227,0.88946,-3.08619,-0.80249,,,,,
ship_mix_linear+sat&prior_linear+sat,ship_mix,3,-1,linear+sat&prior,linear+sat,1.76706,1.49717,1.05492,3.19375,0.88546,-3.0878,-0.82393,,,,,
