window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1629660,Ty Jerome,3618.0,3612.0,0.24,2.377,-0.213,2.164,0.087,0.089,0.177,1.225,-0.585,0.64,1.823,-0.664,1.159,4.2,-0.877,3.323,1.707,-1.089,0.617,3.602,-0.798,ty jerome,Ty Jerome,Memphis Grizzlies,3.6,-0.5,3.2,0.562,1.477,-0.915,138.0,36.5,-101.5,1.64,2.061,-0.421,29.0,18.5,-10.5,-0.636,-0.488,-0.148,344.0,318.5,-25.5,-2.237,1746.0,1.278,0.144,3.175,6.701,3.155,guard,1000-2000
2024-2026,2025.0,1642275,Tidjane Salaün,3665.0,3675.0,0.242,-1.913,-0.72,-2.633,0.219,-0.319,-0.1,-1.131,-0.494,-1.625,-1.636,-0.676,-2.312,-3.549,-1.397,-4.946,-2.207,-1.556,-3.762,-3.044,-1.214,tidjane salaun,Tidjane Salaun,Charlotte Hornets,-3.2,0.2,-3.0,-1.424,-1.068,-0.356,437.0,413.5,-23.5,-1.346,-1.416,0.07,455.0,456.0,1.0,-0.963,0.153,-1.116,394.0,191.5,-202.5,2.545,1822.0,1.897,0.415,6.58,1.996,1.857,big,1000-2000
2024-2026,2025.0,1630192,Zeke Nnaji,3684.0,3703.0,0.243,-2.096,-0.041,-2.137,0.677,-0.442,0.235,-0.731,0.349,-0.383,-1.32,0.333,-0.987,-3.415,0.292,-3.124,-1.931,0.19,-1.742,-2.827,0.307,zeke nnaji,Zeke Nnaji,Denver Nuggets,-3.5,0.3,-3.2,-0.508,-1.15,0.643,322.0,426.0,104.0,-1.136,-1.569,0.433,429.0,462.0,33.0,0.259,0.244,0.014,187.0,177.0,-10.0,4.723,1812.0,2.523,1.987,4.47,1.669,0.735,big,1000-2000
2024-2026,2025.0,203552,Seth Curry,3696.0,3673.0,0.244,0.206,-0.576,-0.37,-0.19,-0.017,-0.207,-0.564,-0.095,-0.659,-0.731,-0.189,-0.919,-0.525,-0.765,-1.29,-0.531,-0.927,-1.458,-0.358,-0.671,seth curry,Seth Curry,Golden State Warriors,-1.0,-1.2,-2.2,-0.379,-0.74,0.361,307.0,370.0,63.0,-0.068,-0.291,0.223,220.0,279.0,59.0,-0.523,-1.129,0.606,326.0,418.0,92.0,-0.142,1806.0,0.917,0.259,2.93,2.272,2.651,guard,1000-2000
2024-2026,2025.0,201567,Kevin Love,3700.0,3762.0,0.244,1.173,-0.102,1.072,-0.624,0.218,-0.406,0.222,0.253,0.475,0.663,0.056,0.718,1.836,-0.046,1.79,0.47,0.014,0.483,1.395,0.151,kevin love,Kevin Love,Utah Jazz,0.0,-1.0,-1.1,0.501,-0.288,0.79,147.0,271.0,124.0,0.696,0.22,0.476,97.0,163.5,66.5,0.135,-0.946,1.081,208.0,396.0,188.0,2.939,1787.0,2.74,0.463,10.294,4.11,3.243,big,1000-2000
2024-2026,2025.0,1630543,Isaiah Jackson,3703.0,3701.0,0.244,-1.191,0.36,-0.831,-0.361,-0.59,-0.951,0.343,-0.484,-0.141,0.186,-0.566,-0.38,-1.005,-0.206,-1.212,-0.793,-0.301,-1.094,-0.849,-0.124,isaiah jackson,Isaiah Jackson,Los Angeles Clippers,-0.6,-0.1,-0.8,-0.214,-0.165,-0.049,274.0,244.0,-30.0,-0.267,-0.086,-0.181,268.0,221.5,-46.5,-0.085,-0.122,0.037,247.0,243.0,-4.0,7.848,1761.0,4.457,2.412,6.91,2.187,0.0,big,1000-2000
2024-2026,2025.0,1631243,Mouhamed Gueye,3707.0,3751.0,0.245,-1.13,0.45,-0.68,-0.0,-0.397,-0.397,0.198,0.685,0.883,0.059,0.917,0.975,-1.072,1.367,0.295,-0.839,1.139,0.3,-0.933,1.135,mouhamed gueye,Mouhamed Gueye,Atlanta Hawks,-1.3,1.8,0.4,0.419,0.328,0.091,165.0,156.5,-8.5,-0.302,-0.444,0.142,278.0,308.5,30.5,0.923,1.617,-0.694,81.0,28.0,-53.0,4.67,1783.0,2.887,1.534,5.916,2.019,1.292,big,1000-2000
2024-2026,2025.0,1631121,Bryce McGowens,3709.0,3712.0,0.245,-2.066,-0.796,-2.862,0.038,-0.155,-0.117,0.17,-0.476,-0.306,-0.468,-0.596,-1.064,-2.535,-1.392,-3.926,-1.391,-1.612,-3.003,-1.896,-1.272,bryce mcgowens,Bryce McGowens,New Orleans Pelicans,-1.4,-0.9,-2.3,-1.08,-0.781,-0.299,407.0,378.0,-29.0,-0.724,-0.495,-0.228,358.0,318.5,-39.5,-1.002,-0.854,-0.148,404.0,385.5,-18.5,0.227,1794.0,0.622,0.361,3.251,2.308,1.445,wing,1000-2000
2024-2026,2025.0,1642883,Sion James,3725.0,3732.0,0.245,-1.79,-0.348,-2.138,-0.065,0.012,-0.053,0.545,1.341,1.886,0.427,1.264,1.691,-1.362,0.915,-0.447,-1.599,0.979,-0.62,-1.245,0.993,sion james,Sion James,Charlotte Hornets,-1.2,1.6,0.4,0.001,0.328,-0.327,244.0,156.5,-87.5,-0.883,-0.393,-0.489,387.0,296.5,-90.5,0.811,1.434,-0.623,98.0,39.0,-59.0,0.503,1840.0,0.959,0.391,4.657,3.189,1.624,wing,1000-2000
2024-2026,2025.0,1630695,Micah Potter,3758.0,3790.0,0.247,-1.831,-0.555,-2.386,0.332,-0.041,0.29,-0.139,-0.406,-0.545,-0.603,-0.651,-1.254,-2.434,-1.206,-3.64,-1.428,-1.246,-2.674,-1.97,-0.961,micah potter,Micah Potter,Indiana Pacers,-0.9,-0.9,-1.9,-0.931,-0.617,-0.314,386.0,341.5,-44.5,-0.752,-0.24,-0.512,364.0,264.5,-99.5,-0.747,-0.854,0.108,359.0,385.5,26.5,2.951,1797.0,2.224,0.701,6.591,2.124,2.224,big,1000-2000
2024-2026,2025.0,1642366,Quinten Post,3761.0,3770.0,0.247,-0.835,-0.055,-0.89,0.503,0.141,0.644,-0.608,0.23,-0.378,-0.416,0.26,-0.156,-1.251,0.205,-1.046,-1.279,0.05,-1.229,-1.443,0.175,quinten post,Quinten Post,Golden State Warriors,-0.6,0.7,0.1,-0.275,0.204,-0.479,287.0,179.5,-107.5,-0.638,-0.086,-0.551,340.0,221.5,-118.5,0.161,0.61,-0.45,202.0,125.0,-77.0,2.119,1848.0,2.006,1.032,6.117,2.922,3.234,big,1000-2000
2024-2026,2025.0,1630264,Anthony Gill,3807.0,3851.0,0.249,-0.92,-0.115,-1.034,0.746,0.117,0.863,-0.336,-1.146,-1.482,-0.731,-1.084,-1.816,-1.651,-1.199,-2.85,-1.014,-1.577,-2.591,-1.256,-1.26,anthony gill,Anthony Gill,Washington Wizards,-2.8,-1.8,-4.7,-0.893,-1.766,0.873,379.0,468.5,89.5,-0.436,-1.211,0.775,301.0,438.5,137.5,-0.978,-1.678,0.701,398.0,461.0,63.0,2.656,1819.0,2.236,0.673,4.057,2.355,0.732,big,1000-2000
2024-2026,2025.0,1631172,Ousmane Dieng,3834.0,3833.0,0.251,-1.766,-0.646,-2.412,-0.067,0.094,0.027,-0.798,0.012,-0.786,-1.297,-0.058,-1.355,-3.063,-0.703,-3.767,-1.767,-0.859,-2.626,-2.564,-0.634,ousmane dieng,Ousmane Dieng,Milwaukee Bucks,-1.6,-0.6,-2.2,-0.909,-0.74,-0.169,381.0,370.0,-11.0,-1.011,-0.598,-0.413,410.0,341.5,-68.5,-0.475,-0.58,0.104,315.0,338.5,23.5,0.34,1875.0,1.094,0.557,4.896,3.917,2.054,wing,1000-2000
2024-2026,2025.0,201145,Jeff Green,3851.0,3871.0,0.252,-0.209,-0.271,-0.48,0.045,-0.066,-0.021,-0.21,-1.641,-1.851,-0.319,-1.732,-2.05,-0.527,-2.003,-2.53,-0.536,-2.307,-2.844,-0.419,-1.912,jeff green,Jeff Green,Houston Rockets,-2.3,-2.0,-4.3,-1.007,-1.602,0.594,395.0,460.5,65.5,-0.072,-0.956,0.884,222.0,411.5,189.5,-1.489,-1.861,0.372,447.0,469.0,22.0,1.408,1879.0,1.226,0.709,3.774,1.878,1.801,wing,1000-2000
2024-2026,2025.0,1642363,Nique Clifford,3881.0,3873.0,0.253,-1.576,-0.434,-2.01,-0.062,-0.039,-0.101,0.079,0.595,0.674,-0.376,0.552,0.176,-1.952,0.118,-1.834,-1.728,0.052,-1.676,-1.497,0.161,nique clifford,Nique Clifford,Sacramento Kings,-1.6,0.5,-1.1,-0.478,-0.288,-0.19,321.0,271.0,-50.0,-0.981,-0.598,-0.383,405.0,341.5,-63.5,0.162,0.427,-0.265,201.0,154.0,-47.0,0.647,1882.0,1.243,0.459,4.151,3.424,1.473,wing,1000-2000
2024-2026,2025.0,1630544,Tre Mann,3928.0,3921.0,0.255,-1.171,-0.592,-1.763,-0.105,-0.033,-0.139,-0.575,-0.068,-0.644,-1.0,-0.106,-1.106,-2.171,-0.698,-2.869,-1.292,-0.872,-2.165,-1.746,-0.661,tre mann,Tre Mann,Charlotte Hornets,-2.8,-1.0,-3.8,-0.699,-1.397,0.697,356.0,452.5,96.5,-0.648,-1.211,0.563,342.0,438.5,96.5,-0.485,-0.946,0.461,316.0,396.0,80.0,-1.113,1982.0,0.945,0.218,4.123,5.267,2.198,guard,1000-2000
2024-2026,2025.0,1641763,Julian Phillips,3958.0,3946.0,0.257,-1.012,-0.66,-1.672,0.085,0.183,0.268,0.342,-0.825,-0.484,0.119,-0.978,-0.858,-0.893,-1.637,-2.53,-0.65,-1.799,-2.449,-0.671,-1.485,julian phillips,Julian Phillips,Minnesota Timberwolves,-1.7,0.2,-1.6,-0.828,-0.494,-0.335,371.0,309.5,-61.5,-0.158,-0.649,0.491,247.0,352.0,105.0,-1.133,0.153,-1.286,417.0,191.5,-225.5,2.262,1875.0,1.958,0.653,2.918,1.19,1.574,big,1000-2000
2024-2026,2025.0,1641871,Duop Reath,3976.0,3953.0,0.258,-0.766,-0.433,-1.199,0.156,0.194,0.35,-0.318,-0.249,-0.567,-0.519,-0.554,-1.072,-1.285,-0.986,-2.271,-0.897,-0.887,-1.784,-1.085,-0.681,duop reath,Duop Reath,Atlanta Hawks,-2.0,-0.7,-2.7,-0.527,-0.945,0.418,325.0,395.0,70.0,-0.347,-0.802,0.455,284.0,389.5,105.5,-0.495,-0.671,0.176,318.0,358.0,40.0,3.098,1945.0,2.721,1.111,4.313,1.906,2.684,big,1000-2000
2024-2026,2025.0,1630526,Jeremiah Robinson-Earl,4007.0,4042.0,0.259,-1.198,-0.645,-1.843,0.746,-0.119,0.627,-0.145,-1.498,-1.643,-0.68,-1.702,-2.383,-1.879,-2.347,-4.226,-1.042,-2.532,-3.573,-1.343,-2.143,jeremiah robinson earl,Jeremiah Robinson-Earl,Dallas Mavericks,-1.8,-1.9,-3.6,-1.338,-1.315,-0.024,427.0,444.0,17.0,-0.457,-0.7,0.243,305.0,364.5,59.5,-1.646,-1.77,0.124,454.0,467.0,13.0,3.442,1934.0,3.146,0.223,6.05,2.308,1.471,big,1000-2000
2024-2026,2025.0,1641765,Olivier-Maxence Prosper,4020.0,4045.0,0.26,-1.302,-0.711,-2.012,0.485,-0.303,0.182,-0.813,-0.116,-0.929,-1.009,-0.418,-1.427,-2.311,-1.128,-3.439,-1.492,-1.043,-2.536,-2.115,-0.826,olivier maxence prosper,Olivier-Maxence Prosper,Memphis Grizzlies,-0.9,-0.7,-1.6,-0.868,-0.494,-0.374,376.0,309.5,-66.5,-0.801,-0.24,-0.561,372.0,264.5,-107.5,-0.604,-0.671,0.067,337.0,358.0,21.0,2.648,1899.0,2.427,0.436,5.005,2.142,1.611,big,1000-2000
2024-2026,2025.0,1631104,Blake Wesley,4038.0,4056.0,0.261,-1.338,-0.651,-1.989,0.161,-0.314,-0.154,-0.46,-0.312,-0.772,-0.868,-0.353,-1.221,-2.206,-1.004,-3.21,-1.301,-1.194,-2.496,-1.798,-0.963,blake wesley,Blake Wesley,Portland Trail Blazers,-3.2,-0.4,-3.5,-0.85,-1.274,0.424,375.0,440.5,65.5,-0.655,-1.416,0.76,344.0,456.0,112.0,-0.71,-0.397,-0.313,355.0,298.5,-56.5,-1.465,1924.0,0.805,0.374,2.825,6.399,0.73,guard,1000-2000
2024-2026,2025.0,1641748,Andre Jackson Jr.,4044.0,4031.0,0.261,-1.602,-0.117,-1.719,0.79,0.073,0.863,-0.608,0.454,-0.154,-0.786,0.529,-0.258,-2.389,0.412,-1.977,-1.545,0.272,-1.273,-2.21,0.337,andre jackson,Andre Jackson Jr.,Milwaukee Bucks,-2.7,-0.1,-2.9,-0.295,-1.027,0.732,290.0,408.0,118.0,-0.841,-1.16,0.319,383.0,433.5,50.5,0.316,-0.122,0.438,175.0,243.0,68.0,2.102,1959.0,2.444,0.441,4.3,3.234,1.139,big,1000-2000
2024-2026,2025.0,1628998,Cody Martin,4059.0,4074.0,0.262,-1.042,0.559,-0.483,0.177,0.056,0.233,-0.523,0.044,-0.478,-0.892,0.092,-0.8,-1.934,0.651,-1.283,-1.17,0.574,-0.596,-1.564,0.603,cody martin,Cody Martin,Indiana Pacers,-2.9,0.6,-2.3,0.012,-0.781,0.793,242.0,378.0,136.0,-0.555,-1.262,0.707,320.0,443.0,123.0,0.528,0.519,0.009,142.0,142.0,0.0,1.339,1982.0,1.326,0.945,4.977,3.832,1.271,wing,1000-2000
2024-2026,2025.0,1630538,Bones Hyland,4059.0,4055.0,0.262,-0.055,-0.529,-0.584,-0.777,0.098,-0.679,-0.594,0.203,-0.391,-0.685,0.147,-0.538,-0.74,-0.382,-1.123,-0.64,-0.473,-1.113,-0.649,-0.326,bones hyland,Bones Hyland,Minnesota Timberwolves,0.5,0.4,0.9,-0.223,0.533,-0.755,278.0,128.5,-149.5,-0.151,0.476,-0.627,243.0,119.5,-123.5,-0.205,0.336,-0.541,272.0,166.5,-105.5,-2.264,1957.0,0.607,0.46,3.201,5.758,3.532,guard,1000-2000
2024-2026,2025.0,1642875,Maxime Raynaud,4071.0,4071.0,0.262,-1.713,-0.003,-1.717,-1.025,-0.378,-1.403,-0.601,-1.375,-1.975,-0.921,-1.468,-2.389,-2.634,-1.472,-4.106,-2.217,-1.655,-3.873,-2.314,-1.378,maxime raynaud,Maxime Raynaud,Sacramento Kings,-1.1,-1.7,-2.7,-1.474,-0.945,-0.529,441.0,395.0,-46.0,-1.354,-0.342,-1.012,456.0,287.0,-169.0,-1.033,-1.587,0.554,410.0,454.0,44.0,4.493,1968.0,2.598,0.713,7.573,1.829,0.439,big,1000-2000
2024-2026,2025.0,1642285,Cam Spencer,4083.0,4070.0,0.263,1.526,-0.705,0.821,-0.903,0.03,-0.872,-0.11,-0.829,-0.939,0.185,-1.061,-0.876,1.71,-1.766,-0.056,0.429,-1.829,-1.399,1.416,-1.534,cam spencer,Cam Spencer,Memphis Grizzlies,1.0,-0.7,0.3,-0.352,0.287,-0.639,303.0,166.5,-136.5,0.665,0.732,-0.066,101.0,92.5,-8.5,-1.154,-0.671,-0.483,419.0,358.0,-61.0,-3.123,1968.0,0.951,0.22,2.945,7.939,3.018,guard,1000-2000
2024-2026,2025.0,1628467,Maxi Kleber,4090.0,4085.0,0.263,-1.439,0.576,-0.863,0.641,0.464,1.105,0.263,0.138,0.401,0.32,0.249,0.568,-1.119,0.825,-0.294,-0.93,0.703,-0.228,-1.176,0.715,maxi kleber,Maxi Kleber,Los Angeles Lakers,-3.3,-0.5,-3.9,0.179,-1.438,1.617,206.0,456.0,250.0,-0.372,-1.467,1.095,287.0,458.5,171.5,0.618,-0.488,1.106,125.0,318.5,193.5,2.359,1967.0,1.665,1.062,4.228,2.526,0.933,big,1000-2000
2024-2026,2025.0,1642261,Dalton Knecht,4124.0,4127.0,0.265,-1.747,-1.204,-2.951,0.235,-0.172,0.063,0.239,-1.296,-1.057,-0.153,-1.505,-1.658,-1.9,-2.709,-4.609,-1.282,-2.906,-4.188,-1.508,-2.5,dalton knecht,Dalton Knecht,Los Angeles Lakers,-1.8,-1.6,-3.4,-1.617,-1.232,-0.385,453.0,436.5,-16.5,-0.64,-0.7,0.059,341.0,364.5,23.5,-1.908,-1.495,-0.413,464.0,450.5,-13.5,0.565,2044.0,0.898,0.335,4.227,1.532,2.924,wing,2000-3000
2024-2026,2025.0,1630256,Jae'Sean Tate,4178.0,4175.0,0.267,-1.159,-0.086,-1.245,0.823,-0.128,0.695,0.179,0.605,0.784,-0.011,0.687,0.676,-1.17,0.601,-0.569,-0.808,0.492,-0.316,-0.98,0.519,jaesean tate,Jae'Sean Tate,Houston Rockets,-2.0,0.2,-1.8,0.139,-0.576,0.714,216.0,332.0,116.0,-0.279,-0.802,0.523,273.0,389.5,116.5,0.47,0.153,0.318,149.0,191.5,42.5,2.74,2027.0,2.557,0.444,4.316,2.415,0.87,big,2000-3000
2024-2026,2025.0,1631213,Tyrese Martin,4179.0,4217.0,0.267,-0.811,-0.945,-1.756,-0.462,0.067,-0.395,-0.78,0.175,-0.604,-1.258,-0.143,-1.4,-2.069,-1.088,-3.157,-1.342,-0.953,-2.295,-1.591,-0.77,tyrese martin,Tyrese Martin,Philadelphia 76ers,-1.9,-0.4,-2.3,-0.759,-0.781,0.022,364.0,378.0,14.0,-0.687,-0.751,0.064,352.0,379.5,27.5,-0.541,-0.397,-0.144,330.0,298.5,-31.5,0.329,2087.0,1.587,0.259,4.192,3.45,2.622,wing,2000-3000
2024-2026,2025.0,1629726,Garrison Mathews,4233.0,4259.0,0.27,-1.045,-0.686,-1.731,-0.429,0.462,0.034,-0.245,0.353,0.108,-0.517,0.25,-0.268,-1.562,-0.436,-1.998,-0.979,-0.455,-1.435,-1.29,-0.333,garrison mathews,Garrison Mathews,Indiana Pacers,-1.3,-0.5,-1.8,-0.368,-0.576,0.207,304.0,332.0,28.0,-0.409,-0.444,0.035,295.0,308.5,13.5,-0.193,-0.488,0.295,267.0,318.5,51.5,-0.376,2018.0,0.571,0.464,2.926,1.909,3.336,guard,2000-3000
2024-2026,2025.0,1642846,Ace Bailey,4237.0,4222.0,0.27,-0.629,-0.333,-0.962,0.358,0.143,0.501,-0.558,-0.792,-1.351,-0.704,-0.858,-1.562,-1.333,-1.191,-2.525,-1.532,-1.341,-2.873,-1.188,-1.125,ace bailey,Ace Bailey,Utah Jazz,-0.3,-1.1,-1.5,-1.021,-0.452,-0.568,399.0,299.0,-100.0,-0.831,0.067,-0.898,381.0,186.5,-194.5,-0.813,-1.038,0.225,370.0,405.0,35.0,1.671,1984.0,1.887,0.889,3.593,2.377,2.486,wing,1000-2000
2024-2026,2025.0,1642852,Derik Queen,4274.0,4278.0,0.272,-0.796,0.307,-0.488,0.136,0.456,0.592,0.127,-1.249,-1.122,-0.073,-1.188,-1.261,-0.869,-0.881,-1.75,-1.243,-1.13,-2.373,-0.669,-0.942,derik queen,Derik Queen,New Orleans Pelicans,-0.9,-1.1,-2.0,-0.794,-0.658,-0.136,367.0,348.0,-19.0,-0.611,-0.24,-0.371,330.0,264.5,-65.5,-0.665,-1.038,0.373,351.0,405.0,54.0,3.241,2028.0,2.414,1.314,7.74,5.29,0.408,big,2000-3000
2024-2026,2025.0,1641707,Taylor Hendricks,4282.0,4289.0,0.272,-0.906,-0.028,-0.934,0.149,-0.258,-0.109,-0.54,0.08,-0.46,-0.698,-0.026,-0.723,-1.604,-0.053,-1.657,-1.071,-0.019,-1.089,-1.446,0.052,taylor hendricks,Taylor Hendricks,Memphis Grizzlies,-1.6,-0.4,-1.9,-0.212,-0.617,0.405,273.0,341.5,68.5,-0.479,-0.598,0.118,310.0,341.5,31.5,0.113,-0.397,0.51,213.0,298.5,85.5,3.144,2054.0,2.033,1.122,5.346,1.56,2.086,big,2000-3000
2024-2026,2025.0,1642349,Ajay Mitchell,4300.0,4294.0,0.273,-0.782,-0.291,-1.073,-0.136,-0.156,-0.292,0.312,2.397,2.709,0.259,2.452,2.712,-0.523,2.161,1.638,-0.648,2.274,1.626,-0.471,2.106,ajay mitchell,Ajay Mitchell,Oklahoma City Thunder,0.8,2.3,3.0,1.02,1.395,-0.375,66.0,40.0,-26.0,-0.157,0.629,-0.786,245.0,102.0,-143.0,1.718,2.075,-0.357,22.0,14.0,-8.0,-0.497,2070.0,1.009,0.383,3.478,4.696,1.461,guard,2000-3000
2024-2026,2025.0,1641715,Cam Whitmore,4335.0,4346.0,0.275,-0.742,-1.221,-1.964,-0.381,-0.58,-0.961,0.196,-0.067,0.128,0.005,-0.467,-0.463,-0.738,-1.688,-2.426,-0.53,-1.506,-2.036,-0.547,-1.289,cam whitmore,Cam Whitmore,Washington Wizards,-0.9,-0.9,-1.8,-0.641,-0.576,-0.065,343.0,332.0,-11.0,-0.066,-0.24,0.173,218.0,264.5,46.5,-0.928,-0.854,-0.074,388.0,385.5,-2.5,1.945,2064.0,1.727,0.663,5.058,1.692,2.791,wing,2000-3000
2024-2026,2025.0,203486,Mason Plumlee,4389.0,4399.0,0.277,-0.881,1.185,0.304,0.341,0.12,0.461,0.445,-0.559,-0.115,0.809,-0.265,0.544,-0.073,0.92,0.847,-0.462,0.632,0.17,-0.437,0.626,mason plumlee,Mason Plumlee,San Antonio Spurs,-2.3,-1.1,-3.4,0.359,-1.232,1.592,171.0,436.5,265.5,-0.015,-0.956,0.941,210.0,411.5,201.5,0.568,-1.038,1.605,133.0,405.0,272.0,5.324,2145.0,3.239,1.074,9.214,3.508,0.0,big,2000-3000
2024-2026,2025.0,1628418,Thomas Bryant,4401.0,4428.0,0.278,-1.833,-0.145,-1.978,0.242,-0.37,-0.129,0.068,-0.094,-0.026,-0.062,-0.067,-0.129,-1.895,-0.212,-2.107,-1.249,-0.329,-1.578,-1.764,-0.24,thomas bryant,Thomas Bryant,Cleveland Cavaliers,-0.6,-0.7,-1.2,-0.434,-0.329,-0.104,318.0,280.0,-38.0,-0.616,-0.086,-0.529,332.0,221.5,-110.5,-0.105,-0.671,0.567,250.0,358.0,108.0,4.969,2140.0,3.062,1.396,6.981,1.834,1.665,big,2000-3000
2024-2026,2025.0,1626204,Larry Nance Jr.,4401.0,4424.0,0.278,-0.875,0.492,-0.383,0.371,-0.228,0.143,-0.545,0.485,-0.06,-0.627,0.591,-0.036,-1.502,1.083,-0.419,-1.046,1.023,-0.023,-1.42,0.977,larry nance,Larry Nance Jr.,Cleveland Cavaliers,-2.6,-0.2,-2.8,0.272,-0.986,1.258,190.0,401.5,211.5,-0.461,-1.109,0.648,307.0,428.5,121.5,0.842,-0.214,1.055,94.0,264.0,170.0,2.805,2128.0,2.47,0.643,6.039,3.13,1.387,big,2000-3000
2024-2026,2025.0,1629011,Mitchell Robinson,4411.0,4443.0,0.278,-1.235,0.695,-0.54,0.386,-0.448,-0.063,0.641,0.481,1.123,0.742,0.478,1.22,-0.492,1.173,0.68,-0.555,1.245,0.69,-0.593,1.176,mitchell robinson,Mitchell Robinson,New York Knicks,1.2,1.5,2.7,0.595,1.272,-0.677,131.0,47.5,-83.5,-0.086,0.834,-0.919,224.0,82.0,-142.0,0.997,1.343,-0.346,76.0,45.5,-30.5,10.652,2232.0,7.194,1.984,7.145,1.339,0.0,big,2000-3000
2024-2026,2025.0,1642348,Justin Edwards,4426.0,4424.0,0.279,-0.839,-0.135,-0.975,-0.16,0.003,-0.156,0.502,-1.225,-0.723,0.219,-1.25,-1.031,-0.62,-1.385,-2.005,-0.561,-1.57,-2.131,-0.338,-1.36,justin edwards,Justin Edwards,Philadelphia 76ers,-0.7,-1.4,-2.1,-0.684,-0.699,0.015,351.0,359.0,8.0,-0.09,-0.138,0.047,227.0,236.5,9.5,-0.973,-1.312,0.339,397.0,441.0,44.0,0.358,2124.0,1.22,0.458,2.881,2.525,2.305,wing,2000-3000
2024-2026,2025.0,1641737,Adem Bona,4440.0,4421.0,0.279,-2.269,0.331,-1.937,-0.138,-0.366,-0.505,0.168,0.617,0.785,-0.336,0.565,0.229,-2.605,0.896,-1.708,-1.61,0.994,-0.615,-2.101,0.949,adem bona,Adem Bona,Philadelphia 76ers,-1.6,-0.1,-1.7,0.003,-0.535,0.538,243.0,320.5,77.5,-0.89,-0.598,-0.293,390.0,341.5,-48.5,0.822,-0.122,0.944,96.0,243.0,147.0,7.39,2145.0,3.692,2.534,5.572,0.99,0.034,big,2000-3000
2024-2026,2025.0,1630314,Brandon Williams,4444.0,4423.0,0.28,-0.599,-0.755,-1.354,0.179,-0.14,0.038,-0.349,-0.741,-1.09,-0.524,-0.813,-1.337,-1.123,-1.569,-2.692,-0.757,-1.718,-2.475,-0.948,-1.496,brandon williams,Brandon Williams,Dallas Mavericks,0.0,-0.8,-0.8,-0.84,-0.165,-0.675,373.0,244.0,-129.0,-0.24,0.22,-0.46,264.0,163.5,-100.5,-1.077,-0.763,-0.314,413.0,372.5,-40.5,-1.097,2065.0,0.802,0.453,3.766,6.084,1.098,guard,2000-3000
2024-2026,2025.0,1642847,Jeremiah Fears,4445.0,4454.0,0.28,-0.782,-0.228,-1.009,0.363,0.043,0.407,0.103,-1.012,-0.908,-0.212,-0.986,-1.198,-0.994,-1.213,-2.207,-1.254,-1.433,-2.686,-0.678,-1.239,jeremiah fears,Jeremiah Fears,New Orleans Pelicans,0.3,-0.9,-0.5,-0.936,-0.042,-0.894,388.0,222.0,-166.0,-0.619,0.374,-0.993,334.0,138.0,-196.0,-0.877,-0.854,-0.022,381.0,385.5,4.5,-0.305,2110.0,1.024,0.512,4.095,4.76,1.723,guard,2000-3000
2024-2026,2025.0,1641712,Rayan Rupert,4521.0,4508.0,0.283,-2.083,-0.299,-2.382,0.136,-0.07,0.066,-1.322,-1.097,-2.419,-2.124,-1.062,-3.186,-4.207,-1.36,-5.567,-2.23,-1.594,-3.823,-3.405,-1.396,rayan rupert,Rayan Rupert,Memphis Grizzlies,-4.2,-1.1,-5.3,-1.452,-2.012,0.561,438.0,474.0,36.0,-1.364,-1.927,0.563,457.0,473.5,16.5,-0.99,-1.038,0.048,400.0,405.0,5.0,1.278,2166.0,1.629,0.266,4.188,2.576,1.463,wing,2000-3000
2024-2026,2025.0,1628975,Jevon Carter,4527.0,4527.0,0.283,-0.359,-0.857,-1.216,0.175,0.087,0.263,0.185,-0.308,-0.124,0.122,-0.333,-0.211,-0.238,-1.189,-1.427,-0.281,-1.337,-1.619,-0.175,-1.165,jevon carter,Jevon Carter,Orlando Magic,-1.2,-0.6,-1.8,-0.452,-0.576,0.124,320.0,332.0,12.0,0.123,-0.393,0.516,184.0,296.5,112.5,-0.81,-0.58,-0.23,368.0,338.5,-29.5,-1.328,2191.0,0.476,0.476,2.613,3.631,3.122,guard,2000-3000
2024-2026,2025.0,1630625,Dalano Banton,4560.0,4573.0,0.285,-1.175,-0.702,-1.877,0.004,-0.0,0.004,-0.29,-0.497,-0.787,-0.817,-0.513,-1.331,-1.992,-1.215,-3.208,-1.065,-1.37,-2.435,-1.465,-1.199,dalano banton,Dalano Banton,Boston Celtics,-2.9,-0.2,-3.0,-0.822,-1.068,0.246,370.0,413.5,43.5,-0.475,-1.262,0.787,309.0,443.0,134.0,-0.833,-0.214,-0.619,374.0,264.0,-110.0,0.066,2230.0,1.178,0.952,3.955,4.811,2.115,wing,2000-3000
