component,side,n_tg,att,p,within,tau2,tau2_plain,tau2_half,tau2_mom,bias_exact,n_half,k_loo,k_plain,k_half,k_mom,k_source,k,at_floor,shrink_mean
tov,def,2378,218039.0,0.1632230931163691,0.13483411400460632,0.000127251996441453,0.0001238947087389755,9.953255834546713e-05,0.00012413283571567486,-1.9861608280059635e-05,29,1059.583486115613,1088.2959843642575,1354.6734480250288,1086.2082802445814,mom,1086.2082802445814,False,0.07810127420669319
oreb,def,2378,111679.0,0.30679895056366907,0.20687107934736934,0.00022330140703414128,0.00022021451394763376,0.00022485662368885526,0.00022749898446528397,-6.847179331886685e-05,29,926.4208501639229,939.4071064569457,920.0132775880627,909.3274848395536,mom,909.3274848395536,False,0.05003711474574418
rim_share,def,2378,189668.0,0.3049486471096864,0.20629272813680552,0.0004635802519376647,0.00046329432314710705,0.00040423593324679464,0.0004827262376243383,-6.374211387636992e-05,29,444.9989560050213,445.2735935452044,510.32753689133176,427.3493173937322,mom,427.3493173937322,False,0.15826107313094204
mid_share,def,2378,189668.0,0.508061454752515,0.24290235234008348,0.0007394528369293654,0.0007364100917484249,0.0007075749446608224,0.0007564177982964923,-7.746298942570167e-05,29,328.48931021585383,329.84658285082907,343.28851547523243,321.1219419838047,mom,321.1219419838047,False,0.20007798459757076
thr_share,def,2378,189668.0,0.18698989813779868,0.14764629708188828,0.00034817207324705507,0.0003458030954912029,0.0003430755930443544,0.00036227950824589884,-4.945943162233566e-05,29,424.06128586057446,426.9663834910476,430.36083031065374,407.5480222350106,mom,407.5480222350106,False,0.16467641646509498
ftr,def,2378,215060.0,0.2595368734306705,0.18570295028489917,0.00044302119347862156,0.0004398893700236646,0.000448822325541795,0.0004728106781326222,-7.398122269072279e-05,29,419.17396507998086,422.1583037455735,413.75604491315846,392.76386696327944,mom,392.76386696327944,False,0.18803038520624366
fg3,off,2460,38724.0,0.35559343043074065,0.214259530560252,0.00017245227841073294,0.0001325925943860286,0.0001034394480624767,0.00012666037993977778,-0.00017965610867120072,30,1242.4279489653707,1615.9238119774561,2071.3522217446553,1691.6065675953623,mom,1691.6065675953623,False,0.010645282093503867
rim,off,2460,61550.0,0.5903980503655565,0.22952257857266595,0.0006920521608224651,0.0006757692767160075,0.0007086679315370231,0.0006676131616900358,-0.00014268120134045673,30,331.655027707581,339.6463652329121,323.87888368937,343.7957663860892,mom,343.7957663860892,False,0.07183846209987246
mid,off,2460,97200.0,0.3936522633744856,0.2324393184500846,0.0002682028558811043,0.00025421926116575897,0.00026177556100199487,0.00024753896423789694,-7.32633864148899e-05,30,866.6548970422825,914.3261505214069,887.9336083184377,939.0009333104389,mom,939.0009333104389,False,0.04191336869077428
fg2,off,2460,158750.0,0.46993385826771655,0.2450246788156349,0.00023753479054168048,0.00022075752369346262,0.00020453557711869443,0.00021716623584773395,-4.680153925963537e-05,30,1031.5317527039904,1109.9267409606791,1197.9562786450797,1128.281649581263,mom,1128.281649581263,False,0.05493684181396157
ft,off,2460,62246.0,0.7546348359733959,0.17583278484041712,0.0007908014501175233,0.0007889460259252313,0.0006356414940873857,0.0007667334765572599,-0.00010355549117677131,30,222.34757512683632,222.87048677913089,276.62257180498705,229.3271263306916,mom,229.3271263306916,False,0.10679335430557993
tov,off,2460,227700.0,0.15657444005270094,0.13043376487233496,0.00010440578404260923,0.00010207752728811197,9.453749002364371e-05,0.00010218287493079537,-1.8663887742910687e-05,30,1249.296349511665,1277.7911881053703,1379.7041241491988,1276.473821671908,mom,1276.473821671908,False,0.06784635233918937
oreb,off,2460,114759.0,0.30729615977831803,0.2075118667253862,0.0003425489449456265,0.0003375533798030522,0.0002959727368791755,0.00033577020206904974,-6.17209478999893e-05,30,605.7874933998849,614.7527447257687,701.1181803886838,618.017517476766,mom,618.017517476766,False,0.07149256737710458
rim_share,off,2460,197474.0,0.31168660178048757,0.20896675920021268,0.0011906154261486384,0.0011890073856202271,0.0011089065658940725,0.0011858896837214927,-5.379541116932396e-05,30,175.51155025445212,175.74891605169336,188.4439732140373,176.2109596437713,mom,176.2109596437713,False,0.31430455534197793
mid_share,off,2460,197474.0,0.4922166968816148,0.24177188457562893,0.002602093862487365,0.0025990087226893245,0.0023038787712023256,0.002570894327668312,-6.80530298771882e-05,30,92.914359493749,93.02465300133947,104.94123544940491,94.04193784771597,mom,94.04193784771597,False,0.46171247698103846
thr_share,off,2460,197474.0,0.19609670133789764,0.1520589081406567,0.0024064725616301944,0.002404088910928913,0.002257773507345619,0.00237059411709877,-3.896409974876064e-05,30,63.1874680663921,63.250118350199806,67.34905323582556,64.1437971367079,mom,64.1437971367079,False,0.5568309685562801
ftr,off,2460,225712.0,0.27577621039200395,0.1929990310617387,0.00036354599713025326,0.0003588525727637961,0.0003487151027507139,0.000396989189517544,-7.758696000608778e-05,30,530.8792631062582,537.8226205132282,553.4576206746858,486.1568933307429,mom,486.1568933307429,False,0.15950760722645438
fg3,def,2460,38724.0,0.35559343043074065,0.214259530560252,2.6903152259462467e-05,-1.1228296331795295e-05,2.1228959284156607e-05,9.357334212655989e-07,-0.00018296240862836175,30,7964.105042184858,1000000.0,10092.794832394638,228974.96839480364,mom,228974.96839480364,False,7.958978029046549e-05
rim,def,2460,61550.0,0.5903980503655565,0.22952257857266595,0.0006450530382945381,0.0006288096275933977,0.0005850468406942684,0.0006242963017449155,-0.00014461577422975852,30,355.81970000405374,365.01123472155285,392.3148756778075,367.65006925581275,mom,367.65006925581275,False,0.06750846578418326
mid,def,2460,97200.0,0.3936522633744856,0.2324393184500846,8.780198040747936e-05,7.408465828388948e-05,6.624821850334341e-05,7.380864834578257e-05,-7.530234179537363e-05,30,2647.3129349857395,3137.482494140505,3508.6123627362726,3149.2152160969113,mom,3149.2152160969113,False,0.01289018359152289
fg2,def,2460,158750.0,0.46993385826771655,0.2450246788156349,0.00023754993148753466,0.00022057019751156004,0.00019055695068921725,0.00021703632444340363,-4.6876851607679445e-05,30,1031.466004983851,1110.8693811764538,1285.834381424638,1128.957004980656,mom,1128.957004980656,False,0.054905809204317466
ft,def,2460,62246.0,0.7546348359733959,0.17583278484041712,2.1297991283138188e-05,1.6353740196778403e-05,4.486784210206402e-05,3.917608552804085e-05,-0.00011414670202219123,30,8255.838895925623,10751.839195479894,3918.9044224689474,4488.268352246736,mom,4488.268352246736,False,0.00611876087893176
tov,def,2460,227700.0,0.15657444005270094,0.13043376487233496,0.00013500667925948884,0.0001325218703162333,0.00011883535356520802,0.0001319452312777624,-1.8275957082006492e-05,30,966.1282359344272,984.2433144135715,1097.6006799252934,988.5447439760396,mom,988.5447439760396,False,0.0859042812708203
oreb,def,2460,114759.0,0.30729615977831803,0.2075118667253862,0.00014825036601923852,0.00014602075841257443,0.00014664351123914893,0.00015077290337823927,-6.410112815624374e-05,30,1399.739321375148,1421.1121006444282,1415.0770461774614,1376.3206920862144,mom,1376.3206920862144,False,0.03344500521001929
rim_share,def,2460,197474.0,0.31168660178048757,0.20896675920021268,0.0003864490197966604,0.000385795978553007,0.00035876658842600416,0.0004068000799588477,-6.342842253587379e-05,30,540.7356429838162,541.650952360825,582.4588073181519,513.6841645197119,mom,513.6841645197119,False,0.1360608818722919
mid_share,def,2460,197474.0,0.4922166968816148,0.24177188457562893,0.0004690610726572921,0.00046250061078453826,0.0004575489012380239,0.0005030637968956827,-9.425048586742854e-05,30,515.4379646257144,522.7493303533417,528.4066553792368,480.59885459371213,mom,480.59885459371213,False,0.14406916773722606
thr_share,def,2460,197474.0,0.19609670133789764,0.1520589081406567,0.00024154658946048206,0.00023859208093619742,0.0002342652975522805,0.0002711022644637892,-6.57903204652647e-05,30,629.5220664481132,637.3174983176378,649.0884895434504,560.8913243178278,mom,560.8913243178278,False,0.12606276158727955
ftr,def,2460,225712.0,0.27577621039200395,0.1929990310617387,0.0007734074852472736,0.0007729913078562925,0.0007139229048884898,0.0007948103492420842,-7.256594449258274e-05,30,249.54378480062567,249.67813880983422,270.335956081818,242.82400354471838,mom,242.82400354471838,False,0.27518675498181133
fg3,off,2460,39296.0,0.35822984527687296,0.21517336950104946,0.00025866694046093174,0.0002237337940670148,0.0001184710407944788,0.00021017666905654724,-0.0001754602540092363,30,831.85492942245,961.7383480145996,1816.2528838952967,1023.7738111795742,mom,1023.7738111795742,False,0.017435479474590086
rim,off,2460,61501.0,0.5967545243166777,0.22808492278996975,0.0006168359108234674,0.00060237697320929,0.0005762417803782837,0.0006011324440638363,-0.00014679640582571367,30,369.7659601002794,378.6415034671717,395.8146225361159,379.425407898544,mom,379.425407898544,False,0.06550417117301036
mid,off,2460,93469.0,0.3997368111352427,0.23341002217672016,0.0002901371474961675,0.0002744069439954254,0.0002606915620126672,0.00026696346152635316,-7.65692651893451e-05,30,804.4816880258442,850.5980890214328,895.3493560538741,874.3144879910062,mom,874.3144879910062,False,0.04309865248457747
fg2,off,2460,154970.0,0.4779247596308963,0.24533901213422318,0.000166615153426539,0.00014986469607294867,0.00015924931593891756,0.0001483553476947604,-4.9152540315111066e-05,30,1472.4891889403907,1637.0700943122795,1540.5969607324819,1653.7254365714248,mom,1653.7254365714248,False,0.03724602825924955
ft,off,2460,62773.0,0.7437592595542669,0.1814199317641928,0.0007158873610178319,0.0007115638769272145,0.0006861501673923451,0.0006922644214749506,-0.00010314129713310865,30,253.41966019103089,254.95944587241908,264.40266341938485,262.06739236671496,mom,262.06739236671496,False,0.09604823532870235
tov,off,2460,226578.0,0.1564361941583031,0.13035887314759656,0.0001310165582026665,0.00013016397062697892,0.00011989682941259391,0.00012928287769489543,-1.8022716695162193e-05,30,994.9801378994204,1001.4973615177751,1087.258718902401,1008.3227993674495,mom,1008.3227993674495,False,0.08398029766803805
oreb,off,2460,112227.0,0.2949914013561799,0.20186332387690054,0.0004523682037197227,0.0004479722488546162,0.00035163393234519704,0.00044962749226728365,-6.95480923250483e-05,30,446.236765132968,450.6156896839669,574.0723670511196,448.9568083548186,mom,448.9568083548186,False,0.09390629937953034
rim_share,off,2460,194266.0,0.3165813884055882,0.21069563101131344,0.001135021041834406,0.0011359113336865305,0.0010901361218621935,0.001134035672480763,-5.541611710998086e-05,30,185.631475757304,185.48598360007,193.27460744204927,185.79277188909376,mom,185.79277188909376,False,0.2995958834840294
mid_share,off,2460,194266.0,0.48113926266047585,0.24227302600996925,0.0018196765130271187,0.0018221257449601335,0.001679498266156327,0.001810718277252154,-6.789727912213908e-05,30,133.1407117009696,132.96174903410412,144.25321591098242,133.79940383527216,mom,133.79940383527216,False,0.37248003564344356
thr_share,off,2460,194266.0,0.20227934893393595,0.15624220925428683,0.0018603347806530922,0.0018591850788134457,0.001676530092141677,0.0018364985358658439,-3.9700966887906114e-05,30,83.98607115190104,84.03800731555057,93.19379949494126,85.07614147409281,mom,85.07614147409281,False,0.48255909350071646
ftr,off,2460,222555.0,0.2820561209588641,0.1949964891938335,0.0007351440576791825,0.0007347618319750128,0.0007165284919706496,0.0007641826142073912,-8.281872765637684e-05,30,265.2493578053652,265.3873414595994,272.1405936804268,255.17001508348042,mom,255.17001508348042,False,0.26268162941808115
fg3,def,2460,39296.0,0.35822984527687296,0.21517336950104946,1.5008146828432941e-05,-2.118772264630026e-05,-1.2760999900866417e-05,9.365783338578739e-07,-0.0001784052183305441,30,14337.104504694971,1000000.0,1000000.0,229744.12467425506,mom,229744.12467425506,False,7.922098095344517e-05
rim,def,2460,61501.0,0.5967545243166777,0.22808492278996975,0.0007267894592183764,0.0007076820077394536,0.0007110919841576614,0.0007001187169107379,-0.00014513016299567828,30,313.8253037341282,322.29860346250814,320.75305005744434,325.7803530755336,mom,325.7803530755336,False,0.0754354081608731
mid,def,2460,93469.0,0.3997368111352427,0.23341002217672016,0.00012769777106855598,0.00011522651613633515,8.748593285912264e-05,0.0001135211316277445,-7.833419524755228e-05,30,1827.8316075807727,2025.662408299763,2667.972033316225,2056.0931593081027,mom,2056.0931593081027,False,0.018808212592815274
fg2,def,2460,154970.0,0.4779247596308963,0.24533901213422318,0.00035674475266863015,0.0003401328008409401,0.00033282823440196997,0.00033344871100980433,-4.670418432760163e-05,30,687.7158256679713,721.3035953240912,737.1340132097009,735.7623647464318,mom,735.7623647464318,False,0.07994892631631323
ft,def,2460,62773.0,0.7437592595542669,0.1814199317641928,1.9381349064387292e-05,1.5273941988051077e-05,5.9732149382379415e-05,3.44027405676941e-05,-0.00011189904294676647,30,9360.541991245958,11877.741313023122,3037.2242358603366,5273.41510503251,mom,5273.41510503251,False,0.005293093980655082
tov,def,2460,226578.0,0.1564361941583031,0.13035887314759656,7.576770340080002e-05,7.392098479880659e-05,6.194562925134982e-05,7.426481410244458e-05,-1.8652066221523647e-05,30,1720.5071197422637,1763.489400234575,2104.407925515681,1755.324842903034,mom,1755.324842903034,False,0.050036012616162216
oreb,def,2460,112227.0,0.2949914013561799,0.20186332387690054,0.0002633713878326817,0.00026085428406231786,0.00029290733065325284,0.0002695424738752926,-7.187951288187883e-05,30,766.4588227979538,773.8547388728167,689.171293277971,748.9110008328234,mom,748.9110008328234,False,0.058536356603277745
rim_share,def,2460,194266.0,0.3165813884055882,0.21069563101131344,0.0005075957712871242,0.0005069477428853109,0.0004928635385832901,0.0005241609065585492,-6.323898512568865e-05,30,415.0854733817953,415.61607476962394,427.4928342578288,401.9674652859266,mom,401.9674652859266,False,0.1652400740727042
mid_share,def,2460,194266.0,0.48113926266047585,0.24227302600996925,0.00048322848415142424,0.00048277049048709646,0.00047121830866134976,0.0005138568420493616,-8.40264453622802e-05,30,501.3632969824078,501.83892923017163,514.1417927886233,471.47961491324514,mom,471.47961491324514,False,0.14441918300055243
thr_share,def,2460,194266.0,0.20227934893393595,0.15624220925428683,0.0003846879663386311,0.0003840565088364279,0.0003743477000891647,0.00040535357954729173,-5.825667271678132e-05,30,406.1530979026018,406.82088614420906,417.37189574577855,385.44672389172376,mom,385.44672389172376,False,0.1711030567695853
ftr,def,2460,222555.0,0.2820561209588641,0.1949964891938335,0.0005445705609793744,0.0005447026048313373,0.0005203089864940073,0.0005822498473695537,-8.531375199544966e-05,30,358.07387171856135,357.98706939213656,374.77055798666163,334.90174376992036,mom,334.90174376992036,False,0.21354984126124646
fg3,off,2460,41654.0,0.3581408748259471,0.2164570292254784,0.00013253935994129103,9.719404156403828e-05,6.335806037555687e-05,8.823948681340478e-05,-0.0001617530710037679,30,1633.1528183126818,2227.0606895471187,3416.408708575083,2453.0631018198037,mom,2453.0631018198037,False,0.007703449442538064
rim,off,2460,63020.0,0.6049825452237385,0.22768459265239716,0.000458884298726889,0.0004447449636799698,0.0004477698520218276,0.00044255668283435924,-0.00013243042593175268,30,496.1699349576278,511.9441730569764,508.4857580838161,514.4755496497954,mom,514.4755496497954,False,0.05046251268130902
mid,off,2460,91338.0,0.40277869013991985,0.23384482881580543,0.00021580913888423982,0.00019915881772055114,0.00020073350849773424,0.00019395458564822916,-7.899853150424767e-05,30,1083.5724104401343,1174.1625678051766,1164.9516344623894,1205.6679558993478,mom,1205.6679558993478,False,0.031009992078757268
fg2,off,2460,154358.0,0.48533279778178,0.2455234837688483,0.0002158895023271294,0.00019804725320886931,0.00018398992041909418,0.0001960208790830478,-4.968884694750805e-05,30,1137.2645780470402,1239.7217320146747,1334.4398606705863,1252.5374078382122,mom,1252.5374078382122,False,0.04840560766332966
ft,off,2460,61952.0,0.75025826446281,0.1778719009194358,0.0007987423630772896,0.000792240140732275,0.0007349107976175871,0.0007714166677770416,-0.00010664896228604697,30,222.68995503650805,224.51765793516486,242.03196019987172,230.57824435139787,mom,230.57824435139787,False,0.1062724268667278
tov,off,2460,229639.0,0.16208483750582436,0.13417192267740863,0.00010666980155145138,0.00010512682025488623,0.00010316207728785618,0.00010501446782022274,-1.8787966532412284e-05,30,1257.8248082020834,1276.2863211509757,1300.5934564794072,1277.6517889620825,mom,1277.6517889620825,False,0.06834118315313638
oreb,off,2460,112067.0,0.2929140603389044,0.20136581643955295,0.00048037619109140856,0.00047536418415215266,0.00044956564836796584,0.00047339448577491186,-6.556974887807252e-05,30,419.1835902234297,423.60325651942804,447.9119282591108,425.3657836971463,mom,425.3657836971463,False,0.0984633297504797
rim_share,off,2460,196012.0,0.32151092790237334,0.21239972119797934,0.0011724510480668178,0.0011706848741971547,0.0010562456558031038,0.0011687432250138468,-5.613750057473841e-05,30,181.1587115284618,181.43201973429544,201.08932049191128,181.73343524234153,mom,181.73343524234153,False,0.30614176942587407
mid_share,off,2460,196012.0,0.46598167459135154,0.2408352207787379,0.002664791732692829,0.002664962205565713,0.0024355976627095537,0.0026348674839823095,-6.537220796142972e-05,30,90.37675170786002,90.3709704684588,98.88136471227088,91.40316249026013,mom,91.40316249026013,False,0.4669404995775947
thr_share,off,2460,196012.0,0.21250739750627512,0.16232307258948112,0.0015637167147637846,0.0015633816055629162,0.0014620965817624002,0.0015478009995956278,-4.230976450376184e-05,30,103.80593304203548,103.82818373447253,111.02075924000732,104.87334782177359,mom,104.87334782177359,False,0.4330066340493595
ftr,off,2460,223647.0,0.27700796344238915,0.19323953884084077,0.0004994013526953969,0.00049691903880283,0.0005269643965990577,0.0005324951847867634,-8.014815761192184e-05,30,386.942361685401,388.87529708338525,366.70321579214317,362.89443428154783,mom,362.89443428154783,False,0.20121513059262797
fg3,def,2460,41654.0,0.3581408748259471,0.2164570292254784,2.9159327532745612e-05,-3.7990889507194716e-06,3.431394318641708e-05,9.42279103026396e-07,-0.00016348930495455638,30,7423.251753059102,1000000.0,6308.136259640405,229716.46991880157,mom,229716.46991880157,False,8.296076610919527e-05
rim,def,2460,63020.0,0.6049825452237385,0.22768459265239716,0.0006400872385835444,0.0006299735452291579,0.0006024626358591016,0.0006183440964722656,-0.00013070088896315564,30,355.7086892659237,361.4192919316558,377.9231758127585,368.2166514589008,mom,368.2166514589008,False,0.06904587742925287
mid,def,2460,91338.0,0.40277869013991985,0.23384482881580543,2.2192427174349767e-05,5.277725332099362e-06,1.6862102645712306e-05,7.90924330533339e-06,-8.186095501270884e-05,30,10537.145260347443,44307.88154009279,13868.070532429565,29566.017858891548,mom,29566.017858891548,False,0.0013047507164155082
fg2,def,2460,154358.0,0.48533279778178,0.2455234837688483,0.00020278275358679083,0.00018445738841177913,0.00018610777998974675,0.0001827277305090659,-4.982121701247683e-05,30,1210.771031688178,1331.0580068538452,1319.254271811608,1343.6574902169368,mom,1343.6574902169368,False,0.04527372287038567
ft,def,2460,61952.0,0.75025826446281,0.1778719009194358,3.8503724689957864e-05,3.541258620528277e-05,7.888364282016969e-05,5.788340617699637e-05,-0.00011617944786933384,30,4619.60245019689,5022.844134803724,2254.8641842635075,3072.9342425968784,mom,3072.9342425968784,False,0.008915718772078356
tov,def,2460,229639.0,0.16208483750582436,0.13417192267740863,6.0618498493864834e-05,5.820920121146055e-05,3.4849640137988804e-05,5.911660761466543e-05,-1.9310175278647963e-05,30,2213.382482428002,2304.995084711661,3850.023189512102,2269.6147172714923,mom,2269.6147172714923,False,0.039661177326599475
oreb,def,2460,112067.0,0.2929140603389044,0.20136581643955295,0.0002792405771796262,0.00027562738988774836,0.0003029880234508571,0.00028068347196819364,-6.785726256756835e-05,30,721.1194679275462,730.5725912129449,664.5999209675472,717.412446937279,mom,717.412446937279,False,0.060864176189657906
rim_share,def,2460,196012.0,0.32151092790237334,0.21239972119797934,0.0005343049240891878,0.0005321342787849892,0.0004839174164162603,0.0005493362917233028,-6.383251271043308e-05,30,397.5252924349336,399.1468500825526,438.9172904148494,386.647895648161,mom,386.647895648161,False,0.17193785645006512
mid_share,def,2460,196012.0,0.46598167459135154,0.2408352207787379,0.000630780681238174,0.0006236251846383164,0.0006016348806819025,0.0006562990017414377,-9.054635091947719e-05,30,381.80500440501265,386.185848024106,400.3012932125402,366.9596024673215,mom,366.9596024673215,False,0.17949651518486667
thr_share,def,2460,196012.0,0.21250739750627512,0.16232307258948112,0.0003087998806426116,0.00030560137958582926,0.0002391425241422911,0.00032835856568745104,-5.7695997771104144e-05,30,525.6578216665347,531.1594889050299,678.7712606600155,494.34700218537546,mom,494.34700218537546,False,0.139748537547196
ftr,def,2460,223647.0,0.27700796344238915,0.19323953884084077,0.0005874118862827776,0.0005850977465308632,0.0005475272051525648,0.0006171176029262597,-7.915784162353856e-05,30,328.967702822098,330.26881403421646,352.93139230770436,313.1324368718927,mom,313.1324368718927,False,0.22593560293060946
fg3,off,2460,44503.0,0.36204300833651665,0.21801944787247046,0.0002250418071382079,0.0001894154321203869,0.00015233774557931593,0.00018114792696146426,-0.00015746530185093446,30,968.7953125019801,1151.012066080781,1431.1584239570934,1203.5437088874328,mom,1203.5437088874328,False,0.0164116812504666
rim,off,2460,62907.0,0.602889980447327,0.2279918173020428,0.0006394105730123587,0.0006229345441496018,0.0006066648925526678,0.0006126771922495344,-0.00013189685697041713,30,356.5656042062916,365.9964268208717,375.8117868708706,372.12388544273585,mom,372.12388544273585,False,0.06838393993606967
mid,off,2460,92941.0,0.40425646377809576,0.23428506626521226,0.00022427557646540353,0.00021050070519792276,0.0002086174324628469,0.00020478929685407464,-7.739643872826441e-05,30,1044.6303157818559,1112.989460272479,1123.0368598603886,1144.0298387867176,mom,1144.0298387867176,False,0.03332221329154425
fg2,off,2460,155848.0,0.4844335506390842,0.24528202868616328,0.0003632565326007186,0.0003455467116484181,0.00033510322818605366,0.0003423467123643643,-5.0519674703487675e-05,30,675.2308814106598,709.8375427045861,731.959611412575,716.472569554301,mom,716.472569554301,False,0.08245813832188315
ft,off,2460,59573.0,0.7538314337031877,0.17646317065810274,0.0007048505518737491,0.0006973151633123128,0.0006663695735996319,0.0006765758501164326,-0.00010401397163985093,30,250.3554408647329,253.06085388977638,264.81276704288024,260.8180156411658,mom,260.8180156411658,False,0.09195419638247157
tov,off,2460,230211.0,0.15070522260013638,0.12642172320686337,9.53184195590699e-05,9.238722661414941e-05,7.817269327163344e-05,9.270278238295899e-05,-1.805394015470624e-05,30,1326.3094771364563,1368.3896339356231,1617.2107921058168,1363.7317020821451,mom,1363.7317020821451,False,0.06447508022782467
oreb,off,2460,114031.0,0.2892722154501846,0.2001648877457227,0.0005439571794454012,0.0005395457162849792,0.0005099322849713032,0.000533002259841867,-6.022339499395818e-05,30,367.97912650000035,370.9878175364826,392.5322903549578,375.54228720363835,mom,375.54228720363835,False,0.11177961803405898
rim_share,off,2460,200351.0,0.3139839581534407,0.20971202282874243,0.0014356031266776594,0.0014350074774281605,0.001388422184690208,0.0014265539602969712,-5.2123323485479406e-05,30,146.0793856823563,146.1400209597452,151.04341110447933,147.0060219699547,mom,147.0060219699547,False,0.35781273979450345
mid_share,off,2460,200351.0,0.46389087152048153,0.2402578633380866,0.003137632495192843,0.0031345370850003125,0.002998663358486179,0.003095281210445033,-6.495440807016781e-05,30,76.57297778059889,76.64859493537071,80.1216524216231,77.62069001269931,mom,77.62069001269931,False,0.513094406872914
thr_share,off,2460,200351.0,0.22212517032607773,0.16770134608934653,0.001811778632657595,0.001808917833210092,0.0016820238790467485,0.0017889691254389863,-4.008805309888528e-05,30,92.56171977442685,92.70810592416184,99.70211967762772,93.74188950756493,mom,93.74188950756493,False,0.466076136058173
ftr,off,2460,227043.0,0.26238642019353164,0.18725112787032933,0.0005425797824350223,0.0005424679065557772,0.000490519925379647,0.0005698227970853499,-7.00443316000073e-05,30,345.1126155677464,345.18378987472124,381.74010510460477,328.6129105892586,mom,328.6129105892586,False,0.22021057709049902
fg3,def,2460,44503.0,0.36204300833651665,0.21801944787247046,0.0001077813835860832,7.120607912668603e-05,0.0001354924510405198,6.81102932943338e-05,-0.0001563706170518665,30,2022.7931820743602,3061.8094767524267,1609.0892606797001,3200.9764945558945,mom,3200.9764945558945,False,0.006240408536025921
rim,def,2460,62907.0,0.602889980447327,0.2279918173020428,0.00043850443850053974,0.0004215817490011994,0.00033218542306007084,0.0004236765487912031,-0.0001362993926692503,30,519.9304665687259,540.8009664607046,686.3390187377784,538.1270640363011,mom,538.1270640363011,False,0.04836631427897081
mid,def,2460,92941.0,0.40425646377809576,0.23428506626521226,9.15326228346356e-05,7.507782195732034e-05,7.872607327396141e-05,7.416441858558541e-05,-7.879564286557893e-05,30,2559.5799509479334,3120.5629060256547,2975.952648494433,3158.995522830781,mom,3158.995522830781,False,0.012340399641233794
fg2,def,2460,155848.0,0.4844335506390842,0.24528202868616328,0.00022595204392201318,0.00020846450265090763,0.000186049589127167,0.0002089261779482421,-5.202211939451525e-05,30,1085.549059121686,1176.6129272229616,1318.3690963085667,1174.0129030021683,mom,1174.0129030021683,False,0.052019216592668074
ft,def,2460,59573.0,0.7538314337031877,0.17646317065810274,1.5752902614118916e-05,1.5584490872596204e-05,1.4159067571660725e-05,3.327133512308726e-05,-0.00011274120809137166,30,11201.946395576864,11322.998749249864,12462.908999127354,5303.75982825088,mom,5303.75982825088,False,0.004990481899283797
tov,def,2460,230211.0,0.15070522260013638,0.12642172320686337,0.00010511662172061876,0.00010267260155074583,0.00010472365028227385,0.00010275864772030692,-1.7924457678188588e-05,30,1202.680614516606,1231.3092421679758,1207.1936269038004,1230.2781908045702,mom,1230.2781908045702,False,0.07097058267095091
oreb,def,2460,114031.0,0.2892722154501846,0.2001648877457227,0.00015736001020961858,0.00015576502881228137,0.00016238635082650694,0.00016240519261681113,-6.486287414942662e-05,30,1272.018777064668,1285.0438206315832,1232.6460119765745,1232.5030038787252,mom,1232.5030038787252,False,0.03698622399492616
rim_share,def,2460,200351.0,0.3139839581534407,0.20971202282874243,0.00034922876542720603,0.0003486901771537426,0.0003456803958431643,0.0003724672898601573,-6.532699741263749e-05,30,600.5004271976422,601.4279626130028,606.664495153752,563.0347376476435,mom,563.0347376476435,False,0.12722984894134187
mid_share,def,2460,200351.0,0.46389087152048153,0.2402578633380866,0.0007416707947385582,0.000738435538883276,0.000726351516057463,0.0007717113744192134,-9.483054670698342e-05,30,323.94138348507903,325.36064515722614,330.7735414970613,311.331245465837,mom,311.331245465837,False,0.2085114198831568
thr_share,def,2460,200351.0,0.22212517032607773,0.16770134608934653,0.0003812192367521023,0.00037871809159372165,0.0003773413649108841,0.00039974470477138475,-5.798202992622998e-05,30,439.90787956589577,442.81313676784134,444.428736639971,419.52111957369254,mom,419.52111957369254,False,0.1635872536217634
ftr,def,2460,227043.0,0.26238642019353164,0.18725112787032933,0.0006757497361959713,0.0006769298497900633,0.0006565769430295881,0.0006992004265512346,-6.839754087261119e-05,30,277.10129629414376,276.618216685823,285.19296916871934,267.80751378247095,mom,267.80751378247095,False,0.2572923332659307
fg3,off,2460,44565.0,0.36679008190283857,0.21981706124282951,0.00014819155904550885,0.00011298900690640234,-3.33418724604566e-05,0.00010085354193965666,-0.00014955497987647994,30,1483.3305126058149,1945.472991234636,1000000.0,2179.5670931850054,mom,2179.5670931850054,False,0.0090829073221852
rim,off,2460,63879.0,0.5989918439549774,0.22932302426789783,0.0004851766472047335,0.0004722610760839573,0.00045275345593344705,0.000465313113085575,-0.00012607203360988904,30,472.65882558261035,485.5852745042435,506.5075070384607,492.8359373910948,mom,492.8359373910948,False,0.05320178863016867
mid,off,2460,90540.0,0.4050364479787939,0.2343211578659199,0.0002086152408551164,0.00019271574507828551,0.00019466453470937993,0.00018640604217063462,-7.843815824170897e-05,30,1123.2216635056702,1215.890054913434,1203.7177609971145,1257.0470095139092,mom,1257.0470095139092,False,0.029615789361100812
fg2,off,2460,154419.0,0.4852705949397419,0.24569588608845297,0.00020344520294469156,0.00018633404700231057,0.00017851987282568567,0.00018292518727629754,-4.7910776340976125e-05,30,1207.6759861241244,1318.577522686481,1376.2943150220635,1343.149567026787,mom,1343.149567026787,False,0.04538383782241141
