fg3m,fg3_miss,fg2m,fg2_miss,ftm,ft_miss,orb,drb,ast,tov,stl,blk,pf,season,poss_pct,gs_pct,age,efg,ts,p3r,ftr,fg3p,fg2p,ftp,astr,tovr,orbsh,q2,q3,m2,m3,xps,mpts,unast,russ,blkrim,loose,techflg,stolen,offoul,astrim,astsmr,astlmr,astc3,astab3,blksmr,blklmr,unastsh,russsh,blkrimsh,blk3sh,stolensh,astrimsh,astsmrsh,astlmrsh,astc3sh,astab3sh,pot_ast,unast_r,russ_r,blkrim_r,loose_r,techflg_r,stolen_r,offoul_r,astrim_r,astsmr_r,astlmr_r,astc3_r,astab3_r,blksmr_r,blklmr_r,unastsh_r,russsh_r,blkrimsh_r,blk3sh_r,stolensh_r,astrimsh_r,astsmrsh_r,astlmrsh_r,astc3sh_r,astab3sh_r,pot_ast_r,exp_yrs,exp_poss,entry_age,height,weight,draft_pick,tenure,n_teams,height2,weight15,past_apm,past_poss,past_rapm,past_apm_o,past_poss_o,past_apm_d,past_poss_d,turn,Max_Shadow,Min_Shadow,Mean_Shadow,Median_Shadow
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.209154874703112,1.2714275698355995,-0.24154700797145479,-0.2848148717831879,1.5948978548661694,-0.24177704210201076,0.7844905640773416,-0.1858218938963107,0.5188998895774001,-0.18758300965559,1.6111756548189173,-0.1572578687251061,1.189340787397618,-0.053738347822440226,0.2879588856365148,0.3228259094386822,1.7506377306603564,0.19620015648114106,1.328698291579156,-0.23862504110893581,-0.28740182356560895,-0.22178445356646437,-0.2065347542198721,0.47540640867057465,-0.2931629198310071,0.28958047368476564,0.5222206327274562,-0.19421186385683425,-0.24440838995445502,-0.10081344923839666,-0.19117274044486499,-0.27489684157817557,0.32981329221481787,-0.2601673613352482,-0.30872367360096686,-0.15252492615724528,-0.16678966584331267,-0.056551864139728666,-0.05933082964754041,-0.18556746882662936,-0.24197404646644033,-0.3092708230673502,0.12903187890329226,-0.31312531214575323,-0.27867149078352277,-0.18576448888930394,-0.2582753177257423,-0.2759623364819397,-0.3077944367584048,-0.2865678314739074,-0.14087545331144566,-0.23728711244406447,-0.060156577839506994,-0.24173154392100005,-0.2893031961941927,-0.24745109275284544,-0.31765812362872514,-0.28147170641706554,1.5311822997327105,-0.28793126039429967,-0.27302918436991214,-0.06074756722744279,-0.12761973530934473,-0.30624112893390504,-0.33324988972459096,0.07294510568893027,-0.3196224686446416,-0.3018135708999271,-0.0856722646947381,-0.2767910218043996,-0.006813665462648724,-0.21593238104055057,-0.36699700352841114,-0.27199626242456854,-0.21438898666746267,-0.21108377569282186,0.11757832344870722,-0.1528215217277221,-0.2892870143814344,-0.21238613252432637,-0.2167746217486076,-0.36699700352841114,-0.10160968110666271,-0.1966022489888349,3.4182624038832086,-0.13189709773512928,-0.16507316314249051,12.282602552018488,-0.03196142788982799,-0.12874366128111817,-0.16324115916011356,-0.36699700352841114,0.18323365057540691,2.026455490800761,0.37025519501310955,0.7256526828758046,-0.36699700352841114,-0.36699700352841114,-0.31482367584974796,-0.001672520887464503,1.8469017340372431,0.015137308616564872,-0.36699700352841114,-0.20874721967146434,-0.21649711396488078
2.3238835253498116,1.3439258149387545,-0.2870085669711174,-0.3207346374648308,1.5685941773047807,-0.24711909292819162,0.6751626879446131,-0.1403559093836008,0.7606479839296562,-0.2575055740058075,1.6665637727313005,-0.17789202786184077,1.111962249419817,-0.08619080557845012,0.33408283248187526,0.31691719514718064,1.7855963792159515,0.03377233358296506,1.3397886683925255,-0.36794990438223013,-0.12417008947691123,-0.25904536349477303,-0.1992955846250983,0.534897471161959,-0.1903978753562311,0.4009799505968331,0.472926232761707,-0.01906214679780327,-0.29639325374075676,-0.21587096867000422,-0.22579497862648315,-0.209832371727533,0.3654170652577999,-0.30750490121221213,-0.36794990438223013,-0.17723894048073202,-0.15253233152639714,-0.1426884298308968,-0.08440240113522378,-0.17862943958578614,-0.2509928840277527,-0.2800541446995615,0.1315424519515948,-0.2698915924777901,-0.2762927787688637,-0.25479895098492594,-0.2779804892632942,-0.3250679745681957,-0.27227095031946263,-0.2802012930349285,-0.1372924662053976,-0.14396195235240283,-0.11622340018063074,-0.2674099057932221,-0.1969638375830652,-0.23460696840071574,-0.30215274896468153,-0.30262983962905066,1.5850495865503473,-0.27909670257138575,-0.3197222884176887,-0.14546250207000005,-0.06357113673086924,-0.28725142847351837,-0.36794990438223013,-0.20573721279278362,-0.31052378199830516,-0.31924360950838415,-0.1574892721082795,-0.259534835911052,-0.16916246306986793,-0.2876391624150682,-0.2832507058203094,-0.30293815688984704,-0.1936056710620462,-0.27778782748079633,0.08249542087982965,-0.2722146851995919,-0.25849389720085963,-0.16858041469302956,-0.19079904168426454,-0.28719206587208235,-0.09447222633153114,0.09197725963132669,3.147759485984683,-0.18687835961732072,-0.20005877251824047,12.306480048361614,-0.019127701662174708,-0.1587368462778806,-0.21928629146142015,-0.36794990438223013,0.09194996041521343,2.0932642919677398,0.41615447120521915,0.7380950332785311,-0.36794990438223013,-0.36794990438223013,-0.2824816761830685,-0.032064746686300445,1.7633613040182288,0.00942255293044305,-0.36794990438223013,-0.20351175126461268,-0.22217982878298162
2.32124099828103,1.0069304059348068,-0.1377970125712853,-0.3304691396630879,1.5990502809471463,-0.1696377738712877,0.6656334676019973,-0.1292021256731358,0.46584622186308366,-0.16913393803412052,1.6762814936381298,-0.21504393810400252,0.9190178220417474,-0.16866558067929044,0.39268887120602114,0.27646411560758993,1.7565174806915747,-0.029359366279289412,1.207041470176763,-0.3210966495453333,-0.2011795301786899,-0.16225198734432345,-0.20743970498351336,0.39625715082653806,-0.296775682671571,0.13495436632697028,0.5128669227183058,-0.10686603627491237,-0.19935296036044642,-0.15736823405265166,-0.10645992980197164,-0.3143252520761126,0.3136990552948319,-0.28589665987373036,-0.3256564462896587,-0.15942677419866194,0.060593675122119814,-0.1078294783813734,-0.1322264798196686,-0.21963701258989005,-0.28595819182231946,-0.31359340397598634,-0.027967471515727895,-0.2740335314268328,-0.3167662606400631,-0.2210975753942573,-0.3192501001139491,-0.3714428684023202,-0.28326179117578565,-0.25335004441804465,-0.20869697814945043,-0.20868057605809123,-0.26884317087038273,-0.2672246272086035,-0.30255019075612594,-0.2700877621268501,-0.24058965657615583,-0.304845252601317,1.4202646027603927,-0.34606390025701067,-0.24104220394431955,-0.26365226833876454,0.05536238502901948,-0.33319233763353096,-0.29482035150437064,-0.01823500938627487,-0.26467619364413736,-0.30244040828257207,-0.16448887779858773,-0.29693399973202467,-0.10827415564161441,-0.18699399948582307,-0.30542695743290393,-0.323575569628135,-0.24646139183005683,-0.3031902853213833,-0.006698807012086758,-0.257288938270191,-0.3049804381182361,-0.184485885810035,-0.19184086544058143,-0.3673445825193398,-0.14101497879578034,-0.17196065741059596,3.017457864340675,-0.16428874400333857,-0.1396712164128477,12.489750366429675,-0.09006697137631692,-0.09289039274630241,-0.2801146348647629,-0.41324098450369057,0.06939129983570505,1.7880316612317793,0.34179065014290216,0.6500634803422375,-0.41324098450369057,-0.41324098450369057,-0.2739907671990692,0.3285186820463632,1.9148607906631228,0.257737334066884,-0.3754158809546603,-0.1830040563484969,-0.1946271989878474
2.634285307437246,1.1637522936763944,-0.21818860979544236,-0.2065471685473929,1.6598090850139098,-0.26955421181996037,0.764027487106826,-0.24458866786974348,0.5252864877738261,-0.30113708345561285,1.6644442963829797,-0.26477280328448516,1.0140052346816109,-0.006450765434555792,0.48824493195812063,0.37639950936194283,1.74063395243698,0.17683889214662407,1.3870813697529878,-0.30113708345561285,-0.14412816624740146,-0.30113708345561285,-0.20208443054691613,0.613021646977564,-0.13640959292867524,0.4555011615049156,0.29798811917768925,-0.16783815021332124,-0.30113708345561285,-0.2200520810997781,-0.2499522481551471,-0.08325234498899342,0.32889428319511727,-0.30113708345561285,-0.23759140906991397,-0.11491654749962434,-0.11912389906790398,0.05283018850230976,0.11580840576172223,-0.1491426620177065,-0.16303857867231497,-0.30113708345561285,0.1420346826471387,-0.30113708345561285,-0.25035822256698304,-0.0789107167793743,-0.20168599581997704,-0.30113708345561285,-0.30113708345561285,-0.30113708345561285,-0.11404046062311309,-0.16957322589426374,-0.30113708345561285,-0.30113708345561285,-0.22052627318847212,-0.30113708345561285,-0.2051278811138091,-0.30113708345561285,1.7048329875844122,-0.21777812314694672,-0.1704920379518958,-0.21725141418720037,-0.12727603545388863,-0.27515825707978864,-0.30113708345561285,-0.041781056442349654,-0.30113708345561285,-0.30113708345561285,0.12173679759548542,-0.2532222052643341,-0.13144716088111966,-0.2035774660353919,-0.24092437509877332,-0.22091442613808698,-0.16232011189713924,-0.2333551348103725,0.24729363027761106,-0.18860837047895979,-0.30113708345561285,-0.15375403917920213,-0.30113708345561285,-0.25158728319606616,-0.11050973706192461,0.3309536078778909,2.87777450270449,-0.18528507971722688,-0.12177743646198194,12.243590669197694,0.030100758333726284,-0.1776419837712529,-0.19323280172566393,-0.30113708345561285,0.07536222726681566,2.3274241313508517,0.9449680301431139,0.9058553956518942,-0.30113708345561285,-0.30113708345561285,-0.30113708345561285,-0.0383037851689482,1.4160085863804672,-0.011854270014564726,-0.30113708345561285,-0.23313447827710373,-0.24264267817175966
2.7739813056098357,0.7983607374970217,-0.3432368084237965,-0.27952006580290334,1.6649068548544157,-0.2966650208974535,0.5788144415695108,-0.14158865615079733,0.7601625525773292,-0.09139824029808855,1.7741013879326308,-0.2541722345285755,1.1643117821466353,-0.037512280746615084,0.4207632140194819,0.3450917010806828,1.7948520726469035,-0.0693555036747024,1.6957959681109254,-0.2902679582589035,-0.3432368084237965,-0.2268884543643497,-0.1718579859207677,0.5215496355750271,-0.24566250587465768,0.2717041329036069,0.48884916158145647,-0.1567006319131073,-0.2783982013162759,-0.20400094246094214,-0.19053972626693627,-0.24367940980420444,0.38348025990033385,-0.2924841703841422,-0.3432368084237965,-0.1523226985128283,-0.02712808545783628,-0.04804155674307724,-0.06992640135699185,-0.1755298467576486,-0.3432368084237965,-0.28121821757119464,0.06162483173201162,-0.3432368084237965,-0.3432368084237965,0.05393554620383597,-0.25133979465967504,-0.2686015828429953,-0.3432368084237965,-0.2587165012087816,-0.16588874768018683,-0.21577090183635142,-0.17395126774120775,-0.20874995851042866,-0.2266668539573992,-0.22856255790629662,-0.2907791906592533,-0.273554623947037,1.629670664566499,-0.3008348500794811,-0.22428202907544156,-0.2218112797874554,-0.18069697192294676,-0.3009355619553368,-0.26225908883534677,-0.08322872747947128,-0.3054547699885927,-0.2690845413673009,0.10234971549638493,-0.291575388541022,-0.3432368084237965,-0.21962753778980848,-0.3432368084237965,-0.2515334320600946,-0.17048919660017958,-0.15375679417698412,0.09169548443505547,-0.12088903735452686,-0.2950812543701198,-0.2538563789846106,-0.18726293279581802,-0.28442747325649664,-0.07503804525601872,0.421375694609956,2.913614806849069,-0.19777171554379394,-0.14948332202309236,12.203538322072978,0.06906901144838702,-0.2632364825956061,-0.22098389387907555,-0.3432368084237965,0.0043431718623791315,2.2903943498388584,0.35874879036481155,0.76304326779846,-0.3432368084237965,-0.3432368084237965,-0.20712960410894224,0.17158857488546986,1.5417878735959767,0.08979553644182085,-0.3432368084237965,-0.2150147774934673,-0.22951126730315705
2.4717861592857058,1.2602612218766247,-0.2688084374734741,-0.3418807847309672,1.7007671177157442,-0.27715394183939285,0.3690607804728959,-0.045394268539635574,0.7264184486714063,-0.275231131319464,1.7427404115009486,-0.22569071464852994,1.2132219356943492,-0.1810479303422021,0.3690880536036628,0.303223348605557,1.656234073287739,0.026411666722539227,1.294457880874443,-0.23352658311246588,-0.28147998255115636,-0.20210017310942502,-0.31423292098390027,0.4470452217874694,-0.18657576425050634,0.3878617518087189,0.738377282437859,0.03111288595925156,-0.265683299810547,-0.15865507576631305,-0.23453174978443792,-0.15219786085704506,0.49459408169211766,-0.30752015595842735,-0.24907769426083065,-0.14825912271819006,0.03840000386131674,-0.036047039779325364,0.017002798560738816,-0.1768180268184725,-0.17501321456915117,-0.3418807847309672,0.05281762886773663,-0.22233381245433306,-0.3418807847309672,-0.11199140982540032,-0.2369899043244696,-0.3106139338606845,-0.28184372224110055,-0.24695231189471462,-0.20819447921166057,-0.17358260594105396,-0.1713315574696678,-0.208683878230525,-0.31655420804899764,-0.21046699196608779,-0.22471532940516808,-0.2704036337743184,1.6046554444459982,-0.2559403254525876,-0.17957356873030406,-0.20480216304585028,-0.12814456749490186,-0.297141398001187,-0.3022102482567587,-0.00295504073429396,-0.2639161004755698,-0.2875124191564327,-0.1229666653452134,-0.30444347222672263,-0.16223716482554054,-0.23434197640559765,-0.3418807847309672,-0.2624334860343398,-0.19874389680891197,-0.161169587366225,0.05231832833659805,-0.24866240405109866,-0.1517306990878525,-0.20331584866141283,-0.2644863224126074,-0.29221627000300354,-0.20318460257739784,-0.152319501889574,3.0878371986797974,-0.0910802234716248,-0.26871764472803855,12.247668515337978,-0.051206550198648594,-0.1650849538057066,-0.20809532801369107,-0.3418807847309672,0.16380173576969576,2.201766793111581,0.4788271304808187,0.9360888416307828,-0.3418807847309672,-0.3418807847309672,-0.1844676404823776,0.20462116478365366,1.7037406114994817,0.06276276127857941,-0.3418807847309672,-0.21966574343922662,-0.2278495228110556
2.644616401877878,1.1364117657374821,-0.3114587890738658,-0.19348838187932318,1.9797651459533419,-0.12087755407215314,0.38350742378898695,-0.3114587890738658,0.7755320362716107,-0.24086257212870477,1.7669990853679922,-0.16719351151105677,1.2450031300882296,-0.012942613749842737,0.36543475399800796,0.3361385271588251,1.5906984207794104,0.20710614581073467,1.4085266670358283,-0.1767772874424782,-0.3114587890738658,-0.22936138630203234,-0.3114587890738658,0.48306051815507545,-0.19967658927619922,0.17971589058224255,0.4298606492888208,-0.11544876765156964,-0.20757981146492793,-0.2717586159223788,-0.2643689273834082,-0.16156811665945725,0.4660062751838409,-0.24665080026822736,-0.3114587890738658,-0.062020606909617845,-0.017800103373403073,0.018142328753425106,-0.01774888070909517,-0.09028421584744235,-0.2668333360736466,-0.3114587890738658,-0.1578781250359837,-0.2506653857822595,-0.2172251586164337,-0.3114587890738658,-0.3114587890738658,-0.3114587890738658,-0.3114587890738658,-0.3114587890738658,-0.1517069147582512,-0.04458781933387613,-0.17938002396824815,-0.19957598166467536,-0.2553722669122359,-0.3114587890738658,-0.23729845873662772,-0.15070094709221446,1.7695830423324084,-0.25927988151845877,-0.3114587890738658,-0.2369450426828173,-0.1588470386321139,-0.3114587890738658,-0.27147322216229414,0.01751728269338769,-0.22568881579096217,-0.3114587890738658,-0.045909548420885966,-0.2173491570438193,-0.12440204531001674,-0.2348771694681219,-0.1908456401941979,-0.21664187577247543,-0.2792428993009084,-0.23599280008119725,0.18642375528135896,-0.1542375079472338,-0.18782473522265955,-0.16697373087158085,-0.24364468024339675,-0.26501457566804326,-0.19998534497201803,0.31809340658996493,3.582318071665334,-0.2541786684504278,-0.12083618264322774,12.049787154251241,-0.05868286984567955,-0.1963687824331807,-0.13684619380677734,-0.3114587890738658,0.1164893128292447,2.2399303132041744,0.3926902058240565,0.7729105260921992,-0.3114587890738658,-0.3114587890738658,-0.3114587890738658,0.33382626200437104,1.3728279717410583,0.10704262005598779,-0.3114587890738658,-0.22833152385078048,-0.2392915764303164
2.396328497660134,1.518458540990384,-0.36310135940177934,-0.24604857185578813,1.6358403455158734,-0.23688570407822748,0.7481152582781732,-0.19122834841946143,0.6332151372171684,-0.1578390482201868,1.8421514752525723,-0.24116452177640935,1.0706112195089155,0.008366455407622795,0.26816082680920306,0.36910423175714335,1.797924699120032,0.21254943489988415,1.241373856755069,-0.18409422502611744,-0.23762215116532862,-0.19194777282258565,-0.21344053590005335,0.5347548805230566,-0.2808315907012323,0.24073518447064512,0.4749588070602133,-0.08850540961744116,-0.3244241695367221,-0.1625788307021823,-0.19685134669304752,-0.23351161128358444,0.3438965887210948,-0.32555076444716924,-0.36310135940177934,-0.11761110379822129,0.10026632274582667,0.02649847769832419,-0.09533672703857742,-0.21744870391817447,-0.2698459679838414,-0.24429487052468246,0.06344328832630815,-0.3275999459555298,-0.290631462498421,-0.1478097635937855,-0.24547874454336016,-0.3066629642975973,-0.18740871491629033,-0.30000485405998106,-0.2367164132724161,-0.059619964914357476,-0.31191408052564623,-0.2444007834347442,-0.30634181317368603,-0.2732342630480902,-0.3122817903246806,-0.36310135940177934,1.5550743136766014,-0.2802948037855413,-0.36310135940177934,-0.16883359455176905,-0.20955366629877342,-0.2331612019452797,-0.3255966573052485,0.023607560029323117,-0.28783838583541344,-0.32090244003078444,-0.054609937682637964,-0.26984109185380817,-0.17340652792236036,-0.20772396787884811,-0.2859016289817978,-0.11053934439388671,-0.21738883171200576,-0.21159262509091345,0.06112291185997809,-0.21107645812051554,-0.2763136108577757,-0.1734232383384927,-0.22765602253918787,-0.29656317734803656,-0.09970770396501781,0.3409489539792722,3.00794944318008,-0.2655193367922759,-0.18971337542043076,12.263095935077832,-0.08514778786678157,-0.0847537263241396,-0.2338226722493572,-0.36310135940177934,0.125810596933609,2.1231257234987932,0.3071063104622168,0.8251573793142093,-0.36310135940177934,-0.36310135940177934,-0.2735431952472849,0.17907481669988584,1.7471859566171137,0.0835975565426991,-0.36310135940177934,-0.21547238980027844,-0.2313577485216434
2.569157447267224,1.0929411004586715,-0.23167809099788916,-0.3249111432666702,1.7368450744023698,-0.2189416935931705,0.8407578090061119,-0.19317025951994243,0.7762937595967916,-0.20106686470738014,1.6834053043792212,-0.2681665730155898,1.0813899140286827,-0.07698151634418171,0.3071318698876053,0.3113690650307814,1.9044701442798277,0.09850842765054674,1.2714801014810868,-0.27184620489381944,-0.2201174514330002,-0.24269783561652752,-0.13178006695658936,0.5000934200090815,-0.1917984930490553,0.316546763310644,0.5947478040539917,-0.06780881023777506,-0.26566930590935794,-0.2392394761592832,-0.22218727237506997,-0.1933541573726612,0.39470251038126747,-0.30878203783426994,-0.22538911996872138,-0.05450428437460681,-0.031046411136140362,-0.1322139638188593,-0.07460522691665575,-0.1654837739399528,-0.36546708503044883,-0.28818811064827166,0.12413220772184254,-0.27835119424576027,-0.2931613700369364,-0.14795085573418965,-0.26386426177469696,-0.3003598981692316,-0.25016930722538105,-0.31635581496004805,-0.15797999209770244,-0.33712955087792,-0.2628843636874438,-0.2168681925339437,-0.2313077967217835,-0.26662193158046016,-0.28070621972838994,-0.18398720684852693,1.5546670547650216,-0.31366177120218286,-0.2544563494686797,-0.19660070127566467,-0.027812822365736373,-0.3068770915826082,-0.28810031251952417,-0.15203623831064153,-0.3283145723586437,-0.3213028069312572,-0.1103641618361596,-0.2958315413117102,-0.11282753899947882,-0.25651611404884295,-0.2582077169228093,-0.24979678111386372,-0.19916736919279437,-0.29360666449961736,0.15783828529740387,-0.10381827268478604,-0.30828670564625077,-0.20118866120067408,-0.3153611858447245,-0.3278236030424131,-0.02950268990797278,0.13624549673674166,2.9926214456845424,-0.1558502961364731,-0.1829236687474176,12.267649305399292,-0.05667487218848379,-0.05143591306710471,-0.36546708503044883,-0.36546708503044883,0.0690703577878471,2.1336271662954127,0.6279905966292988,0.7642128375718206,-0.36546708503044883,-0.36546708503044883,-0.2650866337649691,-0.0248282506878903,1.6478628683535237,-0.011367311069144632,-0.36546708503044883,-0.21297856737769483,-0.22243506797279025
