system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,o2,o3,o4,o5,o6,d0,d1,d2,d3,d4,d5,d6,o7,d7
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2006,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.54631,3.02005,-0.66349,0.04888,-0.2331,0.19065,-1.55255,0.90196,-2.95526,0.7002,-0.20859,0.18355,-0.22822,-0.80837,1.59959,1.28258
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2007,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.59717,3.08269,-0.66915,0.02406,-0.21985,0.1525,-1.931,0.88095,-2.967,0.70978,-0.22372,0.19682,-0.20033,-0.74769,2.03005,1.20775
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2008,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.58558,3.20387,-0.70235,0.04557,-0.2248,0.14389,-2.15434,0.87115,-2.97836,0.71012,-0.20865,0.18613,-0.19529,-0.58033,2.31824,1.03505
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2009,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.61788,3.00602,-0.64375,0.03174,-0.22196,0.12709,-2.06974,0.95132,-3.02476,0.72553,-0.23167,0.18116,-0.28011,-1.14684,2.20784,1.67381
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2010,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.59683,3.17551,-0.6934,0.04392,-0.24208,0.14309,-2.00717,0.89925,-3.04226,0.73066,-0.23361,0.19257,-0.21917,-1.02458,2.1322,1.52861
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2011,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.53363,3.11587,-0.67996,0.03979,-0.22998,0.19887,-1.81676,0.89106,-2.97177,0.71441,-0.22206,0.19229,-0.2269,-0.73234,1.91054,1.27697
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2012,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.54381,3.04398,-0.65986,0.03602,-0.21951,0.19133,-1.85087,0.94293,-3.00875,0.71671,-0.22224,0.18591,-0.27356,-1.25707,1.93936,1.81765
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2013,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.57887,3.16361,-0.68564,0.03601,-0.23972,0.15383,-2.02346,0.88519,-3.02614,0.72342,-0.213,0.1759,-0.20456,-0.83794,2.14839,1.32969
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2014,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.59351,2.92868,-0.63016,0.02813,-0.22749,0.15397,-1.72694,0.94485,-2.88747,0.68597,-0.20426,0.16981,-0.25222,-0.94288,1.80308,1.40617
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2015,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.53554,3.10744,-0.6789,0.01115,-0.21195,0.19859,-1.80095,0.86137,-3.05967,0.73765,-0.22831,0.18438,-0.17272,-0.81476,1.88881,1.28416
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2016,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.58737,3.05653,-0.66923,0.04472,-0.24241,0.14704,-1.7856,0.88721,-2.94509,0.70557,-0.21884,0.19276,-0.20465,-0.79827,1.93047,1.28052
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2017,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.53492,3.02204,-0.65511,0.03911,-0.23831,0.1963,-1.66611,0.91728,-2.97631,0.70143,-0.2073,0.17416,-0.24044,-0.90454,1.73876,1.39496
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2018,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.54644,3.15727,-0.6929,0.02985,-0.23236,0.18854,-1.70455,0.88068,-3.06805,0.72603,-0.22682,0.19214,-0.21278,-0.82143,1.80568,1.34583
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2019,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.64943,3.05631,-0.66127,0.02972,-0.22021,0.10619,-2.00861,0.87858,-2.99216,0.71571,-0.23135,0.19375,-0.20653,-0.86045,2.1343,1.38302
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2020,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.57123,2.98916,-0.63704,0.0319,-0.22507,0.16396,-1.75819,0.91269,-3.00749,0.71523,-0.21107,0.17596,-0.23397,-1.01301,1.84642,1.47754
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2021,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.55688,2.99767,-0.64587,0.01496,-0.20763,0.17802,-1.74198,0.92745,-2.92179,0.69457,-0.22082,0.18895,-0.2506,-1.10334,1.80208,1.63664
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2022,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.54418,3.25554,-0.72699,0.03267,-0.22681,0.19414,-1.6851,0.89381,-2.77166,0.65584,-0.22608,0.19064,-0.21972,-0.9585,1.78185,1.46296
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2023,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.57029,2.93863,-0.6335,0.04484,-0.22778,0.1712,-1.62118,0.91011,-2.97411,0.7095,-0.2216,0.19336,-0.22356,-0.90491,1.67611,1.38022
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2024,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.53812,2.80526,-0.59854,0.01639,-0.21952,0.1971,-1.56235,0.92843,-2.93428,0.69745,-0.23901,0.1821,-0.2614,-0.95199,1.6203,1.46186
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,2025,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.56826,2.97091,-0.63453,0.02172,-0.20092,0.16694,-1.8792,0.92329,-2.90467,0.68753,-0.2203,0.18185,-0.23898,-0.87317,1.97262,1.31909
mspi1_best_apm_linear+log2&age2&xlog&prior&priorsat,mspi1_best_apm,3,-1,linear+log2&age2&xlog&prior&priorsat,linear+log2&age2&xlog&prior&priorsat,1.87924,2.31577,0.57442,3.05285,-0.66338,0.03372,-0.22747,0.16437,-1.83101,0.90535,-2.9743,0.7086,-0.22066,0.18597,-0.22988,-0.92724,1.92932,1.43348
